"","osm_id","name","Block_number","City","Country","County","Housenumber","State","Postcode","Street","geometry"
"10074057479","10074057479","Burger King",NA,"Brooklyn",NA,NA,"1935","NY","11230","Coney Island Avenue",c(-73.9621957, 40.6104827)
"10076162917","10076162917","Black Seed Bagels",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9617806, 40.7162116)
"10078964005","10078964005","McDonald's",NA,"Jersey City",NA,NA,"325",NA,"07302","Grove Street",c(-74.0430358, 40.7198283)
"10082206108","10082206108","Chick-fil-A",NA,"New York",NA,NA,"219","NY","10001","West 34th Street",c(-73.9914715, 40.7515314)
"10087293887","10087293887","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4836234, 40.487918)
"10088687984","10088687984","Duck Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.5582729, 40.5863034)
"10088688011","10088688011","Moe's Southwest Grill",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.5587356, 40.5859686)
"10088688012","10088688012","Jamba",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.5588171, 40.5859983)
"10088688014","10088688014","Jersey Mike's Subs",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.561016, 40.5884183)
"10089662124","10089662124","Kennedy Fried Chicken",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.8992193, 40.8593221)
"10089662127","10089662127","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.8985709, 40.8590934)
"10089662137","10089662137","Lupitas",NA,NA,NA,NA,"2366",NA,NA,"Grand Concourse",c(-73.8987237, 40.8588524)
"10089662146","10089662146","Popeyes",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9011762, 40.8560765)
"10089881642","10089881642","Madhufalla Organics",NA,NA,NA,NA,"183",NA,"10012","Mulberry Street",c(-73.9967853, 40.7209177)
"10090115000","10090115000","Best Italian Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.8968509, 40.8622736)
"10090115014","10090115014","Tacos El Chuleton",NA,NA,NA,NA,"2392",NA,NA,"Grand Concourse",c(-73.8982367, 40.8597078)
"10090538375","10090538375","KFC",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0012815, 40.7192028)
"10090538378","10090538378","Los Tacos Hermanos",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0048984, 40.7213158)
"10091724026","10091724026","Juice Generation Bedford Ave",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9587906, 40.7170004)
"10093316505","10093316505","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9024793, 40.8601135)
"10093326820","10093326820","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9012396, 40.8622375)
"10094951526","10094951526","7th Street Burger",NA,"New York",NA,NA,"110","NY","10012","MacDougal Street",c(-74.0007048, 40.7295683)
"10096025137","10096025137","Cinnabon",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.558055, 40.5742492)
"10107119966","10107119966","M20 Burger",NA,"Wynnewood",NA,NA,"50","PA",NA,"East Wynnewood Road",c(-75.2741869, 40.0017399)
"10109662189","10109662189","Bokki",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9884368, 40.6925266)
"10109714833","10109714833","Chopped Cheese & Grill",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9033421, 40.862896)
"10112378649","10112378649","Wanpo Tea Shop",NA,NA,NA,NA,"76",NA,"11201","Willoughby Street",c(-73.9857351, 40.6920718)
"10114842823","10114842823","Juice & More",NA,"Brooklyn",NA,NA,"1915","NY","11224","Mermaid Avenue",c(-73.9863636, 40.5765812)
"10116520022","10116520022","Domino's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9069798, 40.8545284)
"10116520024","10116520024","Taco Bell",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9074199, 40.8534531)
"10116520026","10116520026","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9070179, 40.8539386)
"10117338806","10117338806","Kennedy",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9023958, 40.854479)
"10128589770","10128589770","Qdoba",NA,NA,NA,NA,"1112",NA,NA,"West Lancaster Avenue",c(-75.3252094, 40.0246533)
"10128695206","10128695206","Domino's",NA,NA,NA,NA,"1215",NA,NA,"Lancaster Avenue",c(-75.3267258, 40.0257404)
"10134134927","10134134927","Bagel Works",NA,NA,NA,NA,"1129",NA,NA,"1st Avenue",c(-73.9587823, 40.7643097)
"10154551580","10154551580","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.9180395, 40.632704)
"10155740442","10155740442","Crab Bros Cajun Seafood Express",NA,NA,NA,NA,"222",NA,NA,"Malcolm X Boulevard",c(-73.9297366, 40.6854892)
"10155740446","10155740446","Krazy Chicken & Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9286925, 40.681804)
"10155740451","10155740451","Zam Zam Halal",NA,NA,NA,NA,"102",NA,NA,"Saratoga Avenue",c(-73.9174055, 40.6831499)
"10155740457","10155740457","Flamin' Chicken & Pizza",NA,NA,NA,NA,"1595",NA,NA,"Broadway",c(-73.9149283, 40.6856143)
"10158422923","10158422923","Louie's Gyros",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0287308, 40.6295802)
"10160044056","10160044056","Dunkin'",NA,"Sussex",NA,NA,"190","NJ","07461","NJ-23",c(-74.587701, 41.1869277)
"10160314828","10160314828","Wize Guys",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1459059, 40.8910107)
"10160671299","10160671299","Gyro King",NA,NA,NA,NA,"7408",NA,"11209","3rd Avenue",c(-74.0277649, 40.6319506)
"10162028271","10162028271","Bora Bora Juice",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.027615, 40.6323506)
"10162281462","10162281462","La Jugueria",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0179563, 40.6409928)
"10164097240","10164097240","Domino's",NA,"Leonia","US",NA,"440","NJ","07605","Broad Avenue",c(-73.9854116, 40.8655393)
"10164148585","10164148585","Taco Bell",NA,"Phillipsburg",NA,NA,"1200","NJ","08865","Route 22",c(-75.1524382, 40.6862194)
"10164168719","10164168719","Chick-fil-A",NA,"Phillipsburg",NA,NA,"1194","NJ","08865","Route 22",c(-75.1511261, 40.6846364)
"10170500444","10170500444","Wonder",NA,NA,NA,NA,"310",NA,"11217","Schermerhorn Street",c(-73.9822061, 40.6873422)
"10173845736","10173845736","Jupioca",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9122132, 40.6999792)
"10176103745","10176103745","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.2251146, 40.7382755)
"10177409691","10177409691","Chipotle",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9533788, 40.8220122)
"10178423957","10178423957","Dunkin'",NA,"Newark",NA,NA,"400","NJ","07105","Doremus Avenue",c(-74.1254841, 40.719398)
"10182473198","10182473198","Sugarcane Daddy",NA,"New York",NA,NA,"87","NY","10013","Baxter Street",c(-73.9996966, 40.716749)
"10195646156","10195646156","Charm Thai Express",NA,NA,NA,NA,"1346",NA,"10027","Amsterdam Avenue",c(-73.9561495, 40.8138643)
"10195939218","10195939218","PokéBowl Station",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1113915, 40.5714874)
"10195939280","10195939280","SoBol Acai Bowls",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1129, 40.5720116)
"10195939284","10195939284","Chick N' Burger",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1124607, 40.5717696)
"10195939286","10195939286","Fresh Tortillas Tex-Mexican Food",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1123591, 40.571726)
"10195939296","10195939296","Wing World",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1114678, 40.5712492)
"10196098734","10196098734","Maharaja Palace",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9563955, 40.8033615)
"10198298530","10198298530","Don Paco Lopez",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.010767, 40.647879)
"10200180256","10200180256","Taco Bell",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1633065, 40.5921116)
"10202419640","10202419640","Papa John's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.6377914, 40.5737767)
"10202865999","10202865999","La Rosa Chicken & Grill",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.2368325, 40.5216206)
"10208534300","10208534300","Arlee's Raw Blends",NA,"Princeton",NA,NA,"14 1/2","NJ","08542","Witherspoon Street",c(-74.6601631, 40.3502243)
"10208605430","10208605430","Playa Bowls",NA,"Princeton",NA,NA,"10","NJ","08542","Hulfish Street",c(-74.6609891, 40.3509566)
"10215147033","10215147033","Just Salad",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9788499, 40.7607496)
"10223481815","10223481815","Moe's Southwest Grill",NA,"Denville","US",NA,"16","NJ","07834","W Main Street",c(-74.4785494, 40.8934591)
"10224616954","10224616954","Desi Stop",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9894084, 40.72653)
"10224616958","10224616958","8-Bit Bites",NA,NA,NA,NA,"77",NA,"10003","2nd Avenue",c(-73.9893763, 40.7265742)
"10224616959","10224616959","Mimi Cheng's",NA,NA,NA,NA,"179",NA,"10003","2nd Avenue",c(-73.9863523, 40.73075)
"10224841985","10224841985","Mochimoly",NA,"Millburn",NA,NA,"315B","NJ","07041","Millburn Avenue",c(-74.3055197, 40.7244968)
"10227704619","10227704619","Domino's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3226494, 40.0136874)
"10234303000","10234303000","Sushi Gallery",NA,NA,NA,NA,"71",NA,"11201","Clark Street",c(-73.9933083, 40.6976226)
"10239597242","10239597242","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.7249241, 40.6118062)
"10243524279","10243524279","Sunset Bagels",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0097465, 40.6454578)
"10245469616","10245469616","Nieves Tia Mimi Deli",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0086901, 40.6464437)
"10245469618","10245469618","Xochil Pizzeria",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0081578, 40.6469701)
"10245471206","10245471206","CHF Restaurant",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0128043, 40.6424991)
"10245528108","10245528108","La Tienda",NA,NA,NA,NA,"506",NA,"11220","48th Street",c(-74.0089215, 40.6459591)
"10245557215","10245557215","La Guadelupe",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.009269, 40.6459049)
"10245592470","10245592470","Johnny's Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.015291, 40.6405347)
"10245600310","10245600310","Maya’s Snack Bar",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0122172, 40.6430769)
"10245969538","10245969538","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0018147, 40.7929478)
"10247709055","10247709055","The Atlantis Juice Bar",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9606844, 40.6586429)
"10247709078","10247709078","Golden Krust",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.96077, 40.6597924)
"10247751969","10247751969","Silver Rice",NA,NA,NA,NA,"575",NA,"11225","Flatbush Avenue",c(-73.9603932, 40.6596551)
"10247751973","10247751973","Moe's Pastrami & Burger",NA,NA,NA,NA,"569",NA,"11225","Flatbush Avenue",c(-73.9604099, 40.6598139)
"10252755121","10252755121","Mezza Luna",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1673861, 40.3647111)
"10258124207","10258124207","Sunset Bagels",NA,NA,NA,NA,"8624",NA,"11209","5th Avenue",c(-74.0268247, 40.6210054)
"10260876785","10260876785","MrBeast Burger",NA,"East Rutherford","US",NA,"1","NJ","07073","American Dream Way",c(-74.0696391, 40.808732)
"10263191445","10263191445","Federal Donuts South Street",NA,NA,NA,NA,"540",NA,NA,"South Street",c(-75.152241, 39.9418954)
"10268477362","10268477362","KFC",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1370475, 40.6245554)
"10268477363","10268477363","Boston Market",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1374201, 40.6245486)
"10268976867","10268976867","Little Caesars",NA,"North Brunswick",NA,NA,"707","NJ","08902","George's Road",c(-74.4538523, 40.4675007)
"10270502709","10270502709","Rowdy Rooster",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9849443, 40.7284097)
"10270502713","10270502713","Paquito's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.985166, 40.7280939)
"10270502714","10270502714","Pink's Cantina",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9918972, 40.7223163)
"10270502721","10270502721","Brooklyn Dumpling Shop",NA,NA,NA,NA,"131",NA,"10003","1st Avenue",c(-73.9855439, 40.7275808)
"10270699210","10270699210","Little Kirin",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.985483, 40.7278071)
"10270699215","10270699215","Vegan Grill",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9866261, 40.7280168)
"10270861223","10270861223","Tom's Juice",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9902552, 40.7266459)
"10270861225","10270861225","Sushi by M",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9902882, 40.7266625)
"10273519033","10273519033","Garden Deli and Grill",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9925028, 40.8641411)
"10278957342","10278957342","Taco Bell",NA,"Bergenfield",NA,NA,"415","NJ","07621","South Washington Avenue",c(-73.9973324, 40.9122783)
"10278983477","10278983477","Panera Bread",NA,"Englewood",NA,NA,"10","NJ","07631","Sterling Boulevard",c(-73.9889633, 40.8827283)
"10286663654","10286663654","Auntie Anne's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.9637866, 39.9435537)
"10287079936","10287079936","Chick'n Chuck",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0640555, 41.1068049)
"10287704531","10287704531","Dunkin",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.2321029, 40.8249901)
"10294003833","10294003833","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9638559, 40.6490047)
"10294003834","10294003834","Bebe Fritay",NA,NA,NA,NA,"82B",NA,"11226","East 18th Street",c(-73.9631355, 40.6490969)
"10294003837","10294003837","Mallenche Mexican Grill",NA,NA,NA,NA,"1621",NA,"11226","Church Avenue",c(-73.9642922, 40.6490993)
"10294003841","10294003841","China Dragon",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9644617, 40.649039)
"10294475311","10294475311","Jauja Mexican Kitchen",NA,NA,NA,NA,"695",NA,"11225","Flatbush Avenue",c(-73.9598079, 40.6562119)
"10297176993","10297176993","Capriotti's Sandwich Shop",NA,"Malvern",NA,NA,"10",NA,"19355","Liberty Boulevard",c(-75.5268833, 40.054217)
"10297176994","10297176994","Clean Juice",NA,"Malvern",NA,NA,"20",NA,"19355","Liberty Boulevard",c(-75.5267975, 40.0537222)
"10307716407","10307716407","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4998279, 39.4672482)
"10307726223","10307726223","Burger King",NA,"Washington",NA,NA,"309","NJ","07882","Route 31 South",c(-74.977174, 40.7391546)
"10309915709","10309915709","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1928473, 40.5529942)
"10311585049","10311585049","Subway",NA,NA,NA,NA,"600",NA,NA,"West 52nd Street",c(-73.9939735, 40.7671028)
"10311798106","10311798106","Popeyes",NA,"Brooklyn",NA,NA,"3764","NY","11235","Nostrand Avenue",c(-73.940485, 40.5920706)
"10313964654","10313964654","Lotus Vegetarian",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9571185, 40.6506013)
"10314016498","10314016498","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.2637074, 40.6051021)
"10314138825","10314138825","Playa Bowls",NA,"Glassboro",NA,NA,"328","NJ","08028","Rowan Boulevard",c(-75.1147268, 39.7069888)
"10315606389","10315606389","Moss Vegan Bistro",NA,NA,NA,NA,"539B",NA,"11225","Flatbush Avenue",c(-73.9605041, 40.6607496)
"10315606402","10315606402","New Golden Restaurant",NA,NA,NA,NA,"579",NA,"11225","Flatbush Avenue",c(-73.9603768, 40.659402)
"10315728752","10315728752","Hai Sun",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9601398, 40.6575622)
"10357823724","10357823724","Kestane Kebab",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9578749, 40.7326188)
"10420459505","10420459505","Skyline Deli",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9921303, 40.7638809)
"10538211444","10538211444","Pret A Manger",NA,"New York",NA,NA,"1350","NY","10019","6th Avenue",c(-73.9778633, 40.7627535)
"10553146804","10553146804","Kracklaw",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9596378, 40.6554536)
"10553146805","10553146805","Good Hope Restaurant & Bakery",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9597205, 40.6558328)
"10553751074","10553751074","Fisherman's Cove",NA,NA,NA,NA,"218",NA,"11226","Parkside Avenue",c(-73.9605498, 40.6552376)
"10553751078","10553751078","El Jefe Park",NA,NA,NA,NA,"214",NA,"11226","Parkside Avenue",c(-73.9606838, 40.6551847)
"10558408062","10558408062","Be Juice",NA,NA,NA,NA,"35",NA,"10003","East 13th Street",c(-73.9919937, 40.7345599)
"10560835532","10560835532","Jimmy John's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0378986, 40.7218667)
"10563226355","10563226355","Eva's x Cinco de Mayo",NA,"New York",NA,NA,"43","NY","10019","West 55th Street",c(-73.9767093, 40.7625227)
"10563636916","10563636916","Domino's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9593381, 40.6538995)
"10563636918","10563636918","The Patty Shop",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.95946, 40.6545417)
"10563636929","10563636929","Peppa's Jerk Chicken",NA,NA,NA,NA,"730",NA,"11226","Flatbush Avenue",c(-73.9598946, 40.6549839)
"10563636941","10563636941","Juice & Tings",NA,NA,NA,NA,"730",NA,"11226","Flatbush Avenue",c(-73.9599391, 40.6551987)
"10564082530","10564082530","Zen Vegetarian House",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9593489, 40.6539512)
"10566200813","10566200813","La Placita Oxaqueña",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9546029, 40.6948824)
"10566448952","10566448952","F1rst",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9567291, 40.6872423)
"10566875310","10566875310","Dunkin'",NA,NA,NA,NA,"764",NA,"10314","Manor Road",c(-74.1217995, 40.6086387)
"10568094143","10568094143","Gingerbread House Snack Bar",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.591536, 39.4231956)
"10568411909","10568411909","Urban Hawker",NA,"New York",NA,NA,"135","NY","10019","West 50th Street",c(-73.9822741, 40.7609866)
"10573838489","10573838489","Chipotle",NA,NA,NA,NA,"28",NA,NA,"West 40th Street",c(-73.9833202, 40.7527144)
"10575635324","10575635324","Panera Bread",NA,NA,NA,NA,"278",NA,NA,"East Lancaster Avenue",c(-75.2836654, 40.0034562)
"10575635325","10575635325","honeygrow",NA,NA,NA,NA,"250",NA,NA,"East Lancaster Avenue",c(-75.2835274, 40.0033738)
"10577727226","10577727226","Jay Deli",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9129744, 40.7151028)
"10577727227","10577727227","Mami Ysabel",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9130449, 40.7150507)
"10577727234","10577727234","New Taste Restaurant",NA,NA,NA,NA,"54-02",NA,"11378","Flushing Avenue",c(-73.9132875, 40.7148714)
"10580581449","10580581449","Just Salad",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9757038, 40.6820177)
"10582450847","10582450847","Village Donut Shop",NA,"Jackson",NA,NA,"45","NJ",NA,"Cassville Road",c(-74.3872968, 40.1075786)
"10584741961","10584741961","Burger By Day",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9943311, 40.7184239)
"10585010030","10585010030","The Chippery",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9866756, 40.7260446)
"10587466902","10587466902","Donut Shoppe",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.956219, 40.598976)
"10587469006","10587469006","J & M Pizza II",NA,NA,NA,NA,"1323",NA,"11229","Avenue U",c(-73.9574819, 40.5988389)
"10587469009","10587469009","Trio Ristorante",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9523266, 40.5994092)
"10592633108","10592633108","Panera Bread",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1811127, 40.4188672)
"10594772574","10594772574","Mamacita Comida",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.950631, 40.6864436)
"10598256241","10598256241","Texas Star",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9438453, 40.8255982)
"10598256242","10598256242","Branson Got Juice!",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9438716, 40.8255623)
"10599778270","10599778270","Jen's Roti Shop",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9593042, 40.6520042)
"10599908825","10599908825","China Thai",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9586874, 40.6509868)
"10599908828","10599908828","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9586401, 40.6508242)
"10600023467","10600023467","Chipotle",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9777872, 40.6711989)
"10602363185","10602363185","Ali's Roti Shop",NA,NA,NA,NA,"825",NA,"11226","Flatbush Avenue",c(-73.9590631, 40.6525249)
"10611901517","10611901517","Falafel House",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9695179, 40.6932414)
"10611901518","10611901518","Chipotle",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9702227, 40.6930279)
"10611901520","10611901520","Snoothie King",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9700737, 40.6930218)
"10613299777","10613299777","Dunkin'",NA,"Elizabeth",NA,NA,"624","NJ",NA,"Bayway",c(-74.2149313, 40.6461264)
"10621331233","10621331233","Chipotle",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9184296, 40.7594327)
"10644491649","10644491649","Chipotle",NA,NA,NA,NA,"1190",NA,"11238","Fulton Street",c(-73.9530097, 40.680453)
"10650826524","10650826524","Dunkin'",NA,NA,NA,NA,"507",NA,NA,"Bayway",c(-74.2116233, 40.644526)
"10671504970","10671504970","Prince Pizza",NA,NA,NA,NA,"1101",NA,NA,"Avenue U",c(-73.9610082, 40.5984633)
"10676992145","10676992145","Tortilleria Guadalupe de Taqueria",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0138633, 40.6414919)
"10676992163","10676992163","El Quetzalito",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0133206, 40.6420185)
"10677034533","10677034533","Feliz Tea House",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0149408, 40.6408835)
"10677034534","10677034534","Taste of China",NA,NA,NA,NA,"5705",NA,"11220","5th Avenue",c(-74.0144768, 40.6409075)
"10677077426","10677077426","New Leader Halal Meat",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0204538, 40.6352757)
"10677541968","10677541968","On A Roll",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1106384, 40.5661177)
"10679432873","10679432873","Sweetgreen",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1571253, 39.9483406)
"10679715400","10679715400","Sunset Ridge Cafe & Grill",NA,NA,NA,NA,"475",NA,"11220","60th Street",c(-74.0164519, 40.6398027)
"10679734095","10679734095","Ruzana",NA,NA,NA,NA,"486",NA,"11209","85th Street",c(-74.026039, 40.6222447)
"10685078589","10685078589","Dunkin'",NA,"Andover",NA,NA,"204","NJ","07821","Route 206 North",c(-74.7429781, 40.995735)
"10689584425","10689584425","Popeyes",NA,"New York",NA,NA,"34","NY","10003","East 14th Street",c(-73.9921001, 40.7351871)
"10692049915","10692049915","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.911671, 40.6837729)
"10693276752","10693276752","Crown Fried Chicken",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.2150255, 40.6466562)
"10693690443","10693690443","Sweetgreen",NA,"Long Island City",NA,NA,"25-35","NY","11101","44th Drive",c(-73.9425436, 40.7474269)
"10693951253","10693951253","Beatnic",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.979009, 40.7577967)
"10695388987","10695388987","Firehouse Subs",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1770356, 40.6883159)
"10698428406","10698428406","Greenfeld's",NA,NA,NA,NA,"128",NA,"11211","Lee Avenue",c(-73.9580252, 40.7038318)
"10700240167","10700240167","Jules Thin Crust",NA,"Ardmore",NA,NA,"149","PA","19003","West Lancaster Avenue",c(-75.293975, 40.0097841)
"10700595984","10700595984","Italia Pizza",NA,NA,NA,NA,"307",NA,NA,"Kings Highway",c(-73.9789578, 40.6051751)
"10709962653","10709962653","Chipotle",NA,NA,NA,NA,"405",NA,"10014","6th Avenue",c(-73.9998283, 40.7335703)
"10709962656","10709962656","99¢ Fresh Pizza",NA,NA,NA,NA,"388",NA,"10011","6th Avenue",c(-73.9996161, 40.7332307)
"10710987383","10710987383","Dragon Tea",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9915381, 40.6892432)
"10712847789","10712847789","Kura Sushi",NA,"Edison",NA,NA,"1781","NJ","08817","Route 27",c(-74.4064729, 40.5127402)
"10712959072","10712959072","Antonitos Mexicanos",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0154211, 40.6404033)
"10712959073","10712959073","Papa John's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0152446, 40.6405768)
"10712959080","10712959080","Royal King's Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0116748, 40.643599)
"10712959083","10712959083","Antonitos Mexicanos",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0160179, 40.639813)
"10717839785","10717839785","Classic Arepas",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9979481, 40.733033)
"10718288913","10718288913","Jersey Mike's Subs",NA,"Kearny",NA,NA,NA,"NJ","07032","190 Passaic Ave, #102",c(-74.1600364, 40.7597002)
"10722831983","10722831983","Federal Donuts",NA,"Philadelphia",NA,NA,"1776","PA","19103","Benjamin Franklin Parkway",c(-75.1691479, 39.9562399)
"10722872406","10722872406","Popeyes",NA,"Philadelphia",NA,NA,"1516","PA","19102","Chestnut Street",c(-75.166407, 39.9510193)
