"","osm_id","name","Block_number","City","Country","County","Housenumber","State","Postcode","Street","geometry"
"6940009755","6940009755","Sauce Pizzeria",NA,"New York",NA,NA,"84","NY","10002","Rivington Street",c(-73.9891931, 40.7204308)
"6943135940","6943135940","Philly Pretzel Factory",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.9947129, 39.6917066)
"6943158019","6943158019","7th Street Rotisserie Chicken",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.4752921, 40.6101916)
"6943158030","6943158030","Taqueria Los Amigos",NA,"Allentown",NA,NA,"515","PA","18102","North 7th Street",c(-75.4750579, 40.6096876)
"6943186651","6943186651","El Patron",NA,"Allentown",NA,NA,"405","PA","18102","North 7th Street",c(-75.4742758, 40.6080525)
"6943222786","6943222786","Joy & Snook",NA,"Brooklyn",NA,NA,"762","NY","11216","Nostrand Avenue",c(-73.9503978, 40.6726554)
"6943222792","6943222792","Taqueria Milear",NA,"Brooklyn",NA,NA,"752 A","NY","11216","Nostrand Avenue",c(-73.9503596, 40.6729738)
"6943701090","6943701090","Larry’s Cold Cuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.0684346, 39.8380858)
"6943701127","6943701127","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.0680433, 39.8373697)
"6943755325","6943755325","KFC",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2375618, 39.9460849)
"6943755343","6943755343","Checkers",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2394551, 39.9455803)
"6943787240","6943787240","Pikliz Cafe & Lounge",NA,NA,NA,NA,"903",NA,"11225","Franklin Avenue",c(-73.9588651, 40.667765)
"6944062109","6944062109","PrimoHoagies",NA,"Harleysville",NA,NA,"345","PA","19438","Main Street",c(-75.378263, 40.2720174)
"6944080012","6944080012","Dunkin'",NA,"Harleysville",NA,NA,"345","PA","19438","Main Street",c(-75.3786585, 40.2724293)
"6946052985","6946052985","Dunkin'",NA,NA,NA,NA,"180",NA,NA,"Water Street",c(-74.0054525, 40.7067517)
"6948689277","6948689277","Duck Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4839818, 40.5987507)
"6950121286","6950121286","Pizza Daddy",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9814615, 40.6140878)
"6950122978","6950122978","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9822662, 40.6127817)
"6952852552","6952852552","Rocco's Pizza",NA,"Brooklyn",NA,NA,"765","NY","11221","DeKalb Avenue",c(-73.945806, 40.6921188)
"6952881831","6952881831","Domino's",NA,"Brooklyn",NA,NA,"886","NY","11221","DeKalb Avenue",c(-73.9403628, 40.6925144)
"6952890533","6952890533","Popeyes",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9354485, 40.6968174)
"6955034544","6955034544","Pret A Manger",NA,"New York",NA,NA,"24","NY","10010","West 23rd Street",c(-73.9907234, 40.7418034)
"6955034546","6955034546","Lenwich",NA,"New York",NA,NA,"16","NY","10010","West 23rd Street",c(-73.9904033, 40.7416763)
"6957709096","6957709096","Domino's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9411525, 40.7986152)
"6957709097","6957709097","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.94858, 40.8017353)
"6957709110","6957709110","Popeyes",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9486604, 40.801767)
"6970274064","6970274064","Philly Pretzel Factory",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.0383593, 40.0378159)
"6973921594","6973921594","Wendy's",NA,"Staten Island",NA,NA,"330","NY","10301","Bay Street",c(-74.0756885, 40.634513)
"6974314319","6974314319","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.0413266, 39.4450299)
"6983566878","6983566878","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4214725, 40.6395513)
"6991644434","6991644434","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2457007, 39.9695123)
"7004376566","7004376566","Wendy's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0129447, 40.7012718)
"7004416095","7004416095","BanBan Shop",NA,"New York",NA,NA,"2911","NY","10025","Broadway",c(-73.9653451, 40.8064913)
"7004462869","7004462869","Halal Cart",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9646456, 40.807504)
"7004500412","7004500412","De Hot Pot",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9605801, 40.6614142)
"7005075313","7005075313","Shake Shack",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0758827, 40.6437718)
"7006780985","7006780985","Cinnabon",NA,NA,NA,NA,"664",NA,"10036","8th Avenue",c(-73.9893771, 40.7574504)
"7006781185","7006781185","Cinnabon",NA,NA,NA,NA,"1313",NA,"10001","Broadway",c(-73.9881253, 40.7501893)
"7010651711","7010651711","Dunkin'",NA,"Philadelphia",NA,NA,"125","PA","19104","South 40th Street",c(-75.2023165, 39.9547948)
"7012912924","7012912924","Dunkin'",NA,"Princeton",NA,NA,"301","NJ","08540","North Harrison Street",c(-74.6511385, 40.3628386)
"7018090709","7018090709","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.0286299, 40.10148)
"7024236396","7024236396","McDonald's",NA,"New York","US",NA,"2549","NY","10025","Broadway",c(-73.9723549, 40.7943776)
"7038476778","7038476778","Buffet & Cafe",NA,NA,NA,NA,"8614",NA,"11209","4th Avenue",c(-74.0287086, 40.6224438)
"7038487799","7038487799","Dunkin'",NA,"Brooklyn",NA,NA,"8704","NY","11209","4th Avenue",c(-74.0289416, 40.6218854)
"7038487801","7038487801","Brother Asian Cuisine",NA,NA,NA,NA,"8623",NA,"11209","4th Avenue",c(-74.0284316, 40.6220758)
"7038487802","7038487802","Darn Donuts",NA,NA,NA,NA,"8723",NA,NA,"4th Avenue",c(-74.0287524, 40.6212969)
"7038487819","7038487819","Gourmet Flaming Grill",NA,NA,NA,NA,"8622",NA,"11209","4th Avenue",c(-74.0287728, 40.6222869)
"7041089504","7041089504","Panera Bread",NA,NA,NA,NA,"5619",NA,NA,"Concord Pike",c(-75.5405924, 39.8336352)
"7041663061","7041663061","Dunkin'",NA,NA,NA,NA,"1392",NA,"10128","Lexington Avenue",c(-73.9531084, 40.7831282)
"7041713699","7041713699","Dig",NA,"New York",NA,NA,"1297","NY","10128","Lexington Avenue",c(-73.9547518, 40.7803991)
"7041755291","7041755291","Pret A Manger",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9746863, 40.7501096)
"7041755296","7041755296","Best Subs Sandwich Shop",NA,NA,NA,NA,"1928",NA,NA,"3rd Avenue",c(-73.9446658, 40.7919127)
"7041755297","7041755297","Chopt",NA,NA,NA,NA,"1376",NA,NA,"3rd Avenue",c(-73.9578436, 40.7738405)
"7041755310","7041755310","Little Caesars",NA,NA,NA,NA,"1936",NA,NA,"3rd Avenue",c(-73.9444762, 40.7921662)
"7045370991","7045370991","Los Tacos Al Pastor",NA,NA,NA,NA,"141",NA,"11201","Front Street",c(-73.9874957, 40.7025526)
"7055853103","7055853103","Al's Deli",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.3248929, 40.6532071)
"7058328919","7058328919","Cinnabon",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.002719, 39.8861979)
"7063221716","7063221716","Brooklyn Barista",NA,NA,NA,NA,"880",NA,NA,"Wyckoff Avenue",c(-73.9070176, 40.6971319)
"7072426848","7072426848","Nino’s Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0327516, 40.6197845)
"7075631331","7075631331","Dunkin'",NA,NA,NA,NA,"7111",NA,"11209","3rd Avenue",c(-74.026645, 40.6338477)
"7084629298","7084629298","Chipotle",NA,NA,NA,NA,"286",NA,NA,"1st Avenue",c(-73.9810163, 40.7329436)
"7086826309","7086826309","Pizza Bene",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.2683205, 40.9348732)
"7091113349","7091113349","Di Fara",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9617981, 40.7170794)
"7093921925","7093921925","Five Guys",NA,"New York",NA,NA,"36","NY","10036","West 48th Street",c(-73.9798864, 40.7578848)
"7093921927","7093921927","Kitchen Paradise",NA,"New York",NA,NA,"48","NY","10036","West 48th Street",c(-73.9802871, 40.7580685)
"7093921928","7093921928","Pronto Pizza",NA,"New York",NA,NA,"62","NY","10036","West 48th Street",c(-73.9806429, 40.7582165)
"7093921942","7093921942","Pizza Art",NA,NA,NA,NA,"31",NA,"10036","West 46th Street",c(-73.9802852, 40.7566965)
"7093921943","7093921943","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9807599, 40.7566345)
"7093921947","7093921947","2 Bros. Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9807404, 40.7568805)
"7096121890","7096121890","Charleys Philly Steaks",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0684972, 40.9565913)
"7096121891","7096121891","Master Wok",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0683886, 40.9565325)
"7096121892","7096121892","Burger King",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0683537, 40.9564211)
"7096121893","7096121893","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.068453, 40.9562844)
"7096121894","7096121894","Taco Bell",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.068512, 40.9562449)
"7096121895","7096121895","Nathan's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0686193, 40.956173)
"7096121896","7096121896","Sarku Japan",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.068685, 40.9561234)
"7096121897","7096121897","Chick-fil-A",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0687681, 40.9560484)
"7096121898","7096121898","Sbarro",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0689639, 40.9561872)
"7096121899","7096121899","Auntie Anne's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0691557, 40.95633)
"7096836076","7096836076","New Double Dragon",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9880107, 40.724197)
"7097867547","7097867547","El Churro",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9884425, 40.7226618)
"7098895116","7098895116","Barker & Sons",NA,"Ridgewood",NA,NA,"16-37","NY","11385","Weirfield Street",c(-73.9054867, 40.6978764)
"7099088294","7099088294","Popeyes",NA,NA,NA,NA,"1908",NA,NA,"3rd Avenue",c(-73.9451916, 40.7911877)
"7105702136","7105702136","Popeyes",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0524, 40.7178)
"7112758738","7112758738","Thai V Express",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9813684, 40.7406666)
"7113446191","7113446191","Checkers",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1505151, 40.0105613)
"7115692480","7115692480","KFC",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.153689, 39.9997579)
"7115722382","7115722382","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.152622, 40.0011969)
"7120041760","7120041760","Queen Bakery II",NA,NA,NA,NA,"139",NA,"10013","Centre Street",c(-74.0005922, 40.7174773)
"7120329745","7120329745","Dunkin'",NA,"Somerville",NA,NA,"93","NJ","08876","US-206",c(-74.6244585, 40.5681228)
"7120397235","7120397235","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.5739435, 40.5696943)
"7122832064","7122832064","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.5641024, 40.6021276)
"7123455191","7123455191","Pret A Manger",NA,NA,NA,NA,"350",NA,NA,"Park Avenue",c(-73.9739104, 40.7581003)
"7124893975","7124893975","Popeyes",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2349424, 39.9803794)
"7125190979","7125190979","Boston Market",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2228358, 40.0026001)
"7125925985","7125925985","Luke’s Lobster",NA,NA,NA,NA,"5",NA,NA,"West 25th Street",c(-73.9895022, 40.7432371)
"7126242762","7126242762","Tacos La Carcachita",NA,NA,NA,NA,NA,NA,NA,"Wyckoff Street",c(-73.9108421, 40.6993226)
"7126242866","7126242866","Little Caesars",NA,NA,NA,NA,"300","NY",NA,"Wyckoff Avenue",c(-73.9105503, 40.699056)
"7126738915","7126738915","Taco Fiesta",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.006607, 40.6525045)
"7126797740","7126797740","Tony's Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0194938, 40.6401238)
"7126867480","7126867480","Coro York Mexican Grill",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0269445, 40.633124)
"7127154011","7127154011","El Castillo",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0090431, 40.6501685)
"7127185935","7127185935","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.7645095, 40.6204247)
"7127191783","7127191783","Spiro's Cafe & Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0043003, 40.6547275)
"7127191784","7127191784","Twin Lin's Garden",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0014776, 40.6574447)
"7132140605","7132140605","Agyro",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9917786, 40.6912614)
"7137510273","7137510273","Domino's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9733684, 40.6931447)
"7137555876","7137555876","Halalbee's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9710978, 40.6930604)
"7139740737","7139740737","Happy Wok",NA,NA,NA,NA,"175",NA,"10009","Avenue C",c(-73.9774027, 40.726378)
"7139747428","7139747428","Saladworks",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2886395, 40.2355313)
"7140597234","7140597234","Dunkin'",NA,NA,NA,NA,"200",NA,"10128","East 89th Street",c(-73.9524939, 40.7805277)
"7156935130","7156935130","Smoothie King",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.4960041, 40.6171506)
"7156935135","7156935135","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.495424, 40.6155817)
"7157191432","7157191432","brgr",NA,"New York",NA,NA,"287","NY",NA,"7th Avenue",c(-73.9939142, 40.7461296)
"7159151799","7159151799","844 Deli Grocery",NA,NA,NA,NA,"844-B",NA,NA,"Amsterdam Avenue",c(-73.9680966, 40.7974691)
"7161264306","7161264306","Spinners Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9606464, 40.67371)
"7167253910","7167253910","Wendy's",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2111978, 40.0303746)
"7167935885","7167935885","Andrew's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9832319, 40.6908682)
"7170228685","7170228685","Carmen's Cheesesteaks Hoagies",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1594088, 39.9534043)
"7173294497","7173294497","Nathan's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9615527, 40.6941544)
"7179300288","7179300288","C J Wok",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.3090628, 39.9503123)
"7179300363","7179300363","Jano’s Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.3090531, 39.9497959)
"7182174119","7182174119","Six Happiness",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9740638, 40.747583)
"7182227798","7182227798","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9735253, 40.7483405)
"7182227801","7182227801","Abitino's Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.9736387, 40.7481904)
"7196234085","7196234085","Papa John's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0487918, 40.7464963)
"7197982439","7197982439","KFC",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1642838, 40.0585429)
"7197982443","7197982443","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1654533, 40.058662)
"7205066932","7205066932","Popeyes",NA,NA,NA,NA,"3019",NA,NA,"Mermaid Avenue",c(-73.9973173, 40.575563)
"7205140607","7205140607","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1428476, 40.0449634)
"7205140619","7205140619","Wendy's",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1429066, 40.0446349)
"7205140623","7205140623","Taco Bell",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1446561, 40.0427082)
"7205223575","7205223575","McDonald's",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1578594, 40.0558535)
"7205261758","7205261758","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1593765, 40.0434771)
"7206772448","7206772448","Taco Bell",NA,"Richboro",NA,NA,"909","PA","18954","2nd Street Pike",c(-75.0103763, 40.2118933)
"7214689751","7214689751","Little Caesars",NA,"Bronx",NA,NA,"15","NY","10452","East 167th Street",c(-73.9215238, 40.8359385)
"7215123594","7215123594","Jersey Mike's Subs",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0295181, 40.738732)
"7220727164","7220727164","Primo Hoagies",NA,"Audubon",NA,NA,"432","PA",NA,"Egypt Road",c(-75.3995006, 40.1305914)
"7221495976","7221495976","KFC",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1785103, 40.0324762)
"7221500832","7221500832","Wendy's",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1782447, 40.0310538)
"7221500903","7221500903","Burger King",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1790511, 40.0321151)
"7221500907","7221500907","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1797843, 40.0326695)
"7231049619","7231049619","Wingstop",NA,"New York",NA,NA,"77","NY","10010","Lexington Avenue",c(-73.9832221, 40.7412317)
"7231049620","7231049620","Popeyes",NA,"New York",NA,NA,"75","NY","10010","Lexington Avenue",c(-73.9833214, 40.741185)
"7235549711","7235549711","Chick-fil-A",NA,"Wayne",NA,NA,"88","NJ","07470","Willowbrook Boulevard",c(-74.2544558, 40.8877281)
"7239676094","7239676094","Chipotle",NA,"New York","US",NA,"1288","NY","10021","1st Avenue",c(-73.9571093, 40.7659615)
"7241143782","7241143782","Chipotle",NA,"New York",NA,NA,"1153","NY","10065","3rd Avenue",c(-73.9626289, 40.7666415)
"7245932336","7245932336","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1744245, 40.0199295)
"7246062634","7246062634","Hot Dog Joe",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.5640601, 40.5616546)
"7254108856","7254108856","Michael’s Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.9947962, 39.4986406)
"7256357543","7256357543","Nonno's Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.031964, 40.6216638)
"7256863389","7256863389","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1185382, 40.9399108)
"7261678977","7261678977","Papa John's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0060279, 40.6091155)
"7293560610","7293560610","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0621938, 40.7468637)
"7293695460","7293695460","Wings To Go - Grande Pizza",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0369687, 40.7375083)
"7295644414","7295644414","Chipotle",NA,"Jersey City",NA,NA,"525","NJ","07310","Washington Blvd G",c(-74.0352381, 40.7267768)
"7297853026","7297853026","KFC",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1446531, 40.0426092)
"7300303840","7300303840","Chick-fil-A",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.0836487, 40.1985884)
"7300660004","7300660004","Chipotle",NA,"Newtown",NA,NA,"2940","PA","18940","South Eagle Road",c(-74.9425895, 40.2360391)
"7300660005","7300660005","MOD Pizza",NA,"Newtown",NA,NA,"2938","PA","18940","South Eagle Road",c(-74.9429516, 40.2360473)
"7301322068","7301322068","Checkers",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1736689, 40.0079163)
"7301328717","7301328717","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1744389, 40.0076766)
"7309915363","7309915363","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2754502, 40.3839341)
"7309929842","7309929842","Domino's",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.2760194, 40.3827766)
"7320764985","7320764985","Wendy's",NA,"Bronx",NA,NA,"19","NY","10452","West 170th Street",c(-73.917814, 40.8404645)
"7324470763","7324470763","Chipotle",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1393621, 41.0706906)
"7324655727","7324655727","Yogy Bee",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1150748, 40.9788485)
"7326559397","7326559397","Francesca's",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1307643, 40.9623359)
"7326559419","7326559419","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.1302497, 40.9623013)
"7333442109","7333442109","Popeyes",NA,"Jersey City",NA,NA,"30","NJ","07310","Mall Drive",c(-74.0384186, 40.7272065)
"7343444030","7343444030","Dunkin'",NA,"Bronx",NA,NA,"46","NY","10452","East 167th Street",c(-73.9209615, 40.8355029)
"7343495708","7343495708","Checkers",NA,"Bronx",NA,NA,"1203","NY","10452","Jerome Avenue",c(-73.9228069, 40.8360092)
"7343645076","7343645076","Wendy's",NA,"New York",NA,NA,"20","NY","10003","East 14th Street",c(-73.992632, 40.735443)
"7343651428","7343651428","McDonald's",NA,"Bronx",NA,NA,"86","NY","10452","East 167th Street",c(-73.9198904, 40.83515)
"7344746165","7344746165","KFC",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.179595, 39.9912984)
"7344746170","7344746170","Checkers",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1794161, 39.9920624)
"7351135352","7351135352","Just Salad",NA,"Jersey City",NA,NA,"525","NJ","07310","Washington Boulevard",c(-74.035335, 40.7265177)
"7360048855","7360048855","Juice Generation",NA,NA,NA,NA,"109",NA,"10010","East 23rd Street",c(-73.9858241, 40.7401699)
"7360048867","7360048867","Bravo Pizza",NA,NA,NA,NA,"257",NA,"10003","Park Avenue South",c(-73.9872457, 40.7386142)
"7360048882","7360048882","Dunkin'",NA,NA,NA,NA,"40",NA,"10003","Union Square East",c(-73.9890388, 40.7361617)
"7362999640","7362999640","Artichoke Basille's Pizza",NA,"New York",NA,NA,"321",NA,"10003","East 14th Street",c(-73.9839076, 40.7320931)
"7363759565","7363759565","Little Caesars",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.8967061, 40.9163905)
"7363759568","7363759568","Subway",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.8964857, 40.9175192)
"7363764831","7363764831","Hibachi Express",NA,NA,NA,NA,"536",NA,"10009","East 14th Street",c(-73.9787176, 40.7295251)
"7365314490","7365314490","Papa John's",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.895575, 40.9226331)
"7366099854","7366099854","Yankee Pizza",NA,NA,NA,NA,"181",NA,"10009","Avenue C",c(-73.9771566, 40.7267069)
"7366099856","7366099856","Neighborhood Deli",NA,NA,NA,NA,"183",NA,"10009","Avenue C",c(-73.9770815, 40.7268065)
"7366142878","7366142878","Dian Kitchen",NA,NA,NA,NA,"435",NA,"10009","East 9th Street",c(-73.9832512, 40.7276307)
"7366142883","7366142883","Poke N' Roll",NA,NA,NA,NA,"441",NA,"10009","East 9th Street",c(-73.9830427, 40.7275413)
"7367372455","7367372455","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-73.901915, 40.9175618)
"7369786021","7369786021","Little Caesars",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.9466686, 40.0975786)
"7369844952","7369844952","The Little Beet",NA,NA,NA,NA,"1140",NA,"10001","Broadway",c(-73.9887759, 40.7440199)
"7377352164","7377352164","Dunkin'",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.332582, 40.1339174)
"7389556572","7389556572","Dunkin' Donuts",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0349985, 40.7824688)
"7389556573","7389556573","Church's Chicken",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.035075, 40.7823621)
"7392689704","7392689704","Little Caesars",NA,NA,NA,NA,"215",NA,NA,"West Main Street",c(-75.3473346, 40.1160451)
"7392689705","7392689705","Popeyes",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.3473867, 40.1159897)
"7392720058","7392720058","Philly Pretzel Factory",NA,"Norristown",NA,NA,"132","PA","19401","West Main Street",c(-75.3464589, 40.1151248)
"7392869821","7392869821","Domino's",NA,"Norristown",NA,NA,"431","PA","19403","West Main Street",c(-75.3509483, 40.1179301)
"7392869839","7392869839","Crown Fried Chicken",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.3474145, 40.1193233)
"7393396261","7393396261","Shake Shack",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1601262, 39.9502748)
"7406737177","7406737177","Manhattan Bagel",NA,"Phillipsburg",NA,NA,"500","NJ","08865","Memorial Parkway",c(-75.1858809, 40.695938)
"7409109275","7409109275","Halal Carts",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1554945, 39.9796268)
"7412923781","7412923781","Dunkin'",NA,"Brooklyn",NA,NA,"1243","NY","11224","Surf Avenue",c(-73.9810431, 40.5758007)
"7416080870","7416080870","Domino's",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1453409, 40.6886521)
"7416080874","7416080874","Johnny's",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1452462, 40.6889856)
"7418122341","7418122341","Dunkin'",NA,"New York",NA,NA,"2264","NY","10024","Broadway",c(-73.9785603, 40.7852677)
"7419637036","7419637036","Bruno's",NA,NA,NA,NA,NA,NA,NA,NA,c(-75.1563244, 40.70063)
"7431745282","7431745282","Food truck by John Jay",NA,"New York",NA,NA,NA,"NY","10019","Freedom Place South",c(-73.9910948, 40.7727653)
"7434094964","7434094964","Dunkin'",NA,"Philadelphia",NA,NA,"1509","PA","19102","Chestnut Street",c(-75.1660018, 39.9512177)
"7455350930","7455350930","Dunkin' Donuts",NA,"Demarest",NA,NA,"132","NJ","07627","Hardenburgh Avenue",c(-73.963745, 40.9573392)
"7468505885","7468505885","Chipotle",NA,"Media",NA,NA,"1075","PA","19063","West Baltimore Pike",c(-75.432972, 39.9144484)
"7468505886","7468505886","Panera Bread",NA,NA,NA,NA,"1075",NA,NA,"West Baltimore Pike",c(-75.4323182, 39.914556)
"7468505887","7468505887","Five Guys",NA,"Media",NA,NA,"1075","PA","19603","West Baltimore Pike",c(-75.4327955, 39.914478)
"7501152190","7501152190","Dunkin'",NA,"Sewell",NA,NA,"300","NJ","08080","Egg Harbor Road",c(-75.0851949, 39.764663)
"7503878459","7503878459","Eva's x Cinco de Mayo",NA,"New York",NA,NA,"11","NY","10011","West 8th Street",c(-73.9971694, 40.7327076)
"7507523547","7507523547","Taco Bell",NA,"Trenton",NA,NA,"590","NJ","08611","South Broad Street",c(-74.7561748, 40.2105311)
"7516104392","7516104392","Dunkin'",NA,"Trenton",NA,NA,"410","NJ","08611","Lalor Street",c(-74.7524729, 40.198614)
"7516152276","7516152276","Subway",NA,"Trenton",NA,NA,"101","NJ","08608","South Warren Street",c(-74.7662092, 40.2193079)
"7523949969","7523949969","Dunkin'",NA,"Nyack",NA,NA,"25","NY","10960","Route 59",c(-73.9325821, 41.0931503)
"7532870244","7532870244","Dunkin'",NA,"Trenton",NA,NA,"47","NJ","08608","East State Street",c(-74.76436, 40.2200774)
"7554275085","7554275085","Five Guys",NA,NA,NA,NA,NA,NA,NA,NA,c(-74.0344529, 40.7158158)
"7563585915","7563585915","Chipotle",NA,"Paramus",NA,NA,"89","NJ","07652","E NJ-4",c(-74.0648369, 40.9193027)
