"Name","Category","geometry"
"Wolfnights","Fast Food",c(-73.9693605, 40.798437)
"Krispy Kreme","Fast Food",c(-73.9719099, 40.7949686)
"White Castle","Fast Food",c(-73.9321379, 40.6631984)
"Dunkin'","Fast Food",c(-73.9201829, 40.6614762)
"Dunkin' Donuts","Fast Food",c(-73.9503949, 40.6694519)
"Dunkin'","Fast Food",c(-73.9315717, 40.6585555)
"Dunkin' Donuts","Fast Food",c(-73.9310308, 40.6682855)
"Five Guys","Fast Food",c(-73.985991, 40.6935977)
"Dig","Fast Food",c(-73.9882554, 40.7407968)
"BurgerFi","Fast Food",c(-74.0213676, 40.6187604)
"Nathan's","Fast Food",c(-74.021761, 40.6184228)
"Five Guys","Fast Food",c(-74.000144, 40.5951581)
"Andiamo Pizza","Fast Food",c(-73.9931655, 40.7420525)
"Memphis Seoul","Fast Food",c(-73.9579322, 40.671711)
"Pokeworksco","Fast Food",c(-73.9860342, 40.7516899)
"Primo Hoagies","Fast Food",c(-74.8694713, 40.1826187)
"Pizza Paradise","Fast Food",c(-73.9929649, 40.7388998)
"Dunkin'","Fast Food",c(-75.5502256, 39.9895485)
"Juice Press","Fast Food",c(-74.0013297, 40.725786)
"Rockwell's Deli","Fast Food",c(-74.0113926, 40.7031466)
"Pita Yeero","Fast Food",c(-73.9740562, 40.7516142)
"Chopt","Fast Food",c(-73.9745328, 40.7515562)
"Sanwicherie","Fast Food",c(-73.9741053, 40.7504311)
"Chipotle","Fast Food",c(-73.9863666, 40.6936254)
"Chinah","Fast Food",c(-73.9860535, 40.6932039)
"7th Street Burger","Fast Food",c(-73.9874702, 40.6921352)
"Supreme Pizza","Fast Food",c(-73.9871379, 40.6921313)
"Raising Cane's","Fast Food",c(-73.987151, 40.6915182)
"Juice Generation","Fast Food",c(-73.9967688, 40.7239148)
"Chipotle","Fast Food",c(-74.0021962, 40.7187757)
"Not Ray's Pizza","Fast Food",c(-73.9741004, 40.6860394)
"Dunkin'","Fast Food",c(-74.2052769, 39.9656386)
"Little Caesars","Fast Food",c(-74.1639966, 39.9221119)
"Mimmo's Pizza","Fast Food",c(-75.1787909, 40.0046777)
"Papa John's","Fast Food",c(-75.2769401, 40.2106984)
"Chipotle","Fast Food",c(-73.970423, 40.8612284)
"Dunkin' Donuts","Fast Food",c(-74.0390496, 40.8963632)
"Burger King","Fast Food",c(-74.0380107, 40.8963878)
"Domino's","Fast Food",c(-74.9388946, 39.0136421)
"American Deli & Pizza Inc","Fast Food",c(-74.9364195, 39.0185786)
"Burger King","Fast Food",c(-74.164315, 40.8110441)
"McDonald's","Fast Food",c(-74.1463518, 40.8033513)
"Dunkin' Donuts","Fast Food",c(-74.1402735, 40.8109927)
"Dunkin' Donuts","Fast Food",c(-74.1453326, 40.8122986)
"McDonald's","Fast Food",c(-75.14449, 40.0385505)
"McDonald's","Fast Food",c(-75.2591348, 40.2273701)
"Cranberry Cafe","Fast Food",c(-73.983437, 40.7572001)
"Taco Bell/Pizza Hut","Fast Food",c(-74.1714768, 40.9163913)
"Planet Taco","Fast Food",c(-73.9875349, 40.7291102)
"Popeyes","Fast Food",c(-74.1679136, 40.9161027)
"Philly Pretzel Factory","Fast Food",c(-75.1449091, 40.0392577)
"Dunkin'","Fast Food",c(-73.9516529, 40.689964)
"Dunkin' Donuts","Fast Food",c(-74.1308217, 40.8421874)
"2 Bros. Pizza","Fast Food",c(-73.9918631, 40.7546935)
"Five Guys","Fast Food",c(-74.5163281, 39.4363358)
"Dunkin'","Fast Food",c(-74.1728286, 40.9154144)
"Schnippers Quality Kitchen","Fast Food",c(-73.9902122, 40.7562997)
"Five Guys","Fast Food",c(-73.9890903, 40.7571061)
"Potbelly","Fast Food",c(-73.9804278, 40.7559182)
"Mama Flora's Grill","Fast Food",c(-74.4433418, 40.1364059)
"Go Fresh Express","Fast Food",c(-74.4370028, 40.1372587)
"The Kati Roll Company","Fast Food",c(-73.9846551, 40.7526965)
"Nene's Taqueria","Fast Food",c(-73.9820285, 40.6785029)
"Roy Rogers","Fast Food",c(-75.5579752, 40.5744035)
"Long John Silver's","Fast Food",c(-74.4350627, 40.1535751)
"KFC","Fast Food",c(-74.4349478, 40.153481)
"Pizzeria","Fast Food",c(-74.4350333, 40.1517412)
"Surfside Eats","Fast Food",c(-74.4387069, 40.1465698)
"Wayback Burgers","Fast Food",c(-75.4961282, 40.2120262)
"Subway","Fast Food",c(-75.0414541, 39.4365865)
"Philly Pretzel Factory","Fast Food",c(-75.0428881, 39.4225979)
"Moe's Southwest Grill","Fast Food",c(-75.0405164, 39.4231454)
"Burger King","Fast Food",c(-75.0395016, 39.4148229)
"Little Caesars","Fast Food",c(-75.0379473, 39.4028064)
"Manhattan Bagel","Fast Food",c(-75.1286313, 40.2682278)
"Red Cafe","Fast Food",c(-73.9475873, 40.7479937)
"Pret A Manger","Fast Food",c(-74.0050867, 40.715906)
"City Sandwich","Fast Food",c(-73.9912965, 40.7607071)
"Dunkin'","Fast Food",c(-73.9817213, 40.7635006)
"Weber's Rootbeer","Fast Food",c(-75.0581454, 39.9354838)
"Taïm","Fast Food",c(-73.9961366, 40.7219917)
"The Meatball Shop","Fast Food",c(-73.9575407, 40.7182448)
"Cafe Isabel","Fast Food",c(-73.9670887, 40.7017973)
"Tío Pio","Fast Food",c(-73.9856541, 40.6920691)
"Moe's Southwest Grill","Fast Food",c(-75.1396913, 40.2318185)
"Subway","Fast Food",c(-75.1395382, 40.2305836)
"Pret A Manger","Fast Food",c(-73.991257, 40.7334093)
"Heaven's Hot Bagel","Fast Food",c(-73.9843008, 40.7214245)
"Pret A Manger","Fast Food",c(-73.9869019, 40.7533736)
"Little Miss Muffin 'N' Her Stuffin","Fast Food",c(-73.9634074, 40.6750627)
"Wah Fung Fast Food","Fast Food",c(-73.9944721, 40.7172946)
"Teremok","Fast Food",c(-73.9961608, 40.7385982)
"Dunkin'","Fast Food",c(-74.3381829, 40.8297396)
"Bánh Mi Saigon","Fast Food",c(-73.9967252, 40.7192547)
"Fu Zhou Wei Zhong Wei Jia Xiang Feng Wei","Fast Food",c(-73.9945129, 40.714027)
"Korner Pizza","Fast Food",c(-73.9775612, 40.643402)
"Insomnia Cookies","Fast Food",c(-75.1573747, 39.9784628)
"Say Cheez","Fast Food",c(-74.6555375, 40.3506403)
"Dunkin'","Fast Food",c(-75.1669846, 39.9537042)
"Dunkin'","Fast Food",c(-74.752877, 40.8612107)
"Dunkin'","Fast Food",c(-74.2378896, 40.960677)
"Subway","Fast Food",c(-74.2421091, 40.9622874)
"Chipotle","Fast Food",c(-75.1537106, 39.9795463)
"Bagel Shop","Fast Food",c(-75.1546408, 39.9799653)
"Così","Fast Food",c(-75.1576807, 39.9810543)
"Potbelly","Fast Food",c(-75.1535685, 39.9795775)
"Cava","Fast Food",c(-75.1531829, 39.9794746)
"Two Hands","Fast Food",c(-74.005449, 40.7178102)
"Chop Chop","Fast Food",c(-75.1561658, 39.9800153)
"Chicken Heaven","Fast Food",c(-75.1560485, 39.9800008)
"Smoothie truck","Fast Food",c(-75.1550351, 39.9812423)
"Sakura Express","Fast Food",c(-74.6602117, 40.3510575)
"Tacoria","Fast Food",c(-74.6591241, 40.3500253)
"Diesel & Duke","Fast Food",c(-74.6587107, 40.3501264)
"fruita bowl","Fast Food",c(-74.6578635, 40.3503633)
"Princeton Soup & Sandwich Company","Fast Food",c(-74.6612576, 40.3508513)
"Proof","Fast Food",c(-74.6601982, 40.3497179)
"Mamoun's Falafel","Fast Food",c(-74.6602417, 40.3504221)
"Playa Bowls","Fast Food",c(-73.9789986, 40.3008962)
"The Market","Fast Food",c(-74.505053, 41.1907285)
"Beyond Pita","Fast Food",c(-74.2216967, 40.8148066)
"juice basin","Fast Food",c(-74.2207322, 40.8165991)
"Manhattan Juice Bar & Cafe","Fast Food",c(-74.2164699, 40.8136073)
"Dunkin' Donuts","Fast Food",c(-74.2134237, 40.8115879)
"Popeyes","Fast Food",c(-74.2127608, 40.8109991)
"Jersey Mike's Subs","Fast Food",c(-74.2510308, 40.8896414)
"Nonna's Pizzeria","Fast Food",c(-73.9418388, 40.7259827)
"Panera Bread","Fast Food",c(-75.3012206, 39.9669338)
"Chipotle","Fast Food",c(-75.3013172, 39.9669133)
"Dig","Fast Food",c(-74.0072938, 40.7060487)
"Chopt","Fast Food",c(-74.0071682, 40.7061617)
"Plaza Deli","Fast Food",c(-74.0051668, 40.7073599)
"Papaya Dog","Fast Food",c(-74.004803, 40.7081954)
"Sweetgreen","Fast Food",c(-74.0082609, 40.7056103)
"Super 403 Chinese Restaurant","Fast Food",c(-73.9763923, 40.6442157)
"Juanchi's Hamburguesería","Fast Food",c(-73.9589272, 40.7129782)
"Tropical Smoothie Cafe","Fast Food",c(-75.4516759, 40.1350248)
"Jersey Mike's Subs","Fast Food",c(-75.4508657, 40.135197)
"Little Italy Pizzeria","Fast Food",c(-74.0047604, 40.7081289)
"Geakers Tacos","Fast Food",c(-75.3267221, 40.641541)
"Dairy Queen","Fast Food",c(-73.9460547, 41.0117091)
"Panera Bread","Fast Food",c(-74.9860185, 39.8515258)
"Dunkin' Donuts","Fast Food",c(-74.3838935, 40.6412069)
"Subway","Fast Food",c(-74.0110682, 40.703228)
"McDonald's","Fast Food",c(-73.9818383, 40.7576352)
"Au Bon Pain","Fast Food",c(-73.9897677, 40.734669)
"Dunkin'","Fast Food",c(-75.1591721, 39.9485693)
"Dunkin'","Fast Food",c(-75.1752362, 39.9536683)
"Corner Deli","Fast Food",c(-75.1746449, 39.9639147)
"Artichoke Basille's Pizza","Fast Food",c(-73.9228419, 40.7064078)
"Delis 48","Fast Food",c(-73.9804241, 40.7581221)
"Vintage Subs","Fast Food",c(-74.0126299, 40.2155858)
"Maman NYC","Fast Food",c(-74.0062313, 40.7189179)
"Burger King","Fast Food",c(-74.0280706, 40.7738465)
"Dunkin'","Fast Food",c(-73.9901894, 40.7620698)
"Domino's","Fast Food",c(-74.8244638, 38.9845423)
"Johnson's Popcorn","Fast Food",c(-74.8206097, 38.9808898)
"Subway","Fast Food",c(-74.0404327, 40.8888847)
"The Hummus and Pita Co.","Fast Food",c(-73.9906662, 40.7557005)
"Arby's","Fast Food",c(-73.991092, 40.7557879)
"The Juice Shop","Fast Food",c(-74.0117191, 40.7042305)
"Brooklyn Suya","Fast Food",c(-73.9566266, 40.6739453)
"Dunkin'","Fast Food",c(-73.9511858, 40.7141835)
"Panera Bread","Fast Food",c(-73.9897844, 40.7349295)
"Seaport Deli","Fast Food",c(-74.0053094, 40.7088076)
"Dunkin'","Fast Food",c(-74.0210847, 40.782306)
"Subway","Fast Food",c(-73.9563703, 40.7786751)
"Dunkin' Donuts","Fast Food",c(-74.0165895, 40.7888601)
"Domino's","Fast Food",c(-73.9126731, 40.766525)
"Texas Chicken & Burgers","Fast Food",c(-73.9108993, 40.7686833)
"Subway","Fast Food",c(-74.0159794, 40.7796355)
"Dunkin'","Fast Food",c(-74.0158738, 40.779143)
"Pizza","Fast Food",c(-74.9690402, 39.2902347)
"Casa Taqueria","Fast Food",c(-74.0058244, 40.7087823)
"Smashburger","Fast Food",c(-74.2838177, 40.966863)
"Jersey Mike's Subs","Fast Food",c(-74.2835609, 40.9668761)
"Dunkin' Donuts","Fast Food",c(-74.2971508, 41.0183835)
"Munchopolis","Fast Food",c(-74.4424387, 40.1370225)
"Macho Nacho Express","Fast Food",c(-74.443364, 40.1362033)
"Grab a Wiener","Fast Food",c(-74.8141875, 38.9843997)
"Auntie Anne's","Fast Food",c(-74.8138257, 38.9846324)
"Izzies","Fast Food",c(-73.9848378, 40.719775)
"Flowhouse","Fast Food",c(-74.8110797, 38.9868195)
"Subway","Fast Food",c(-73.9003433, 40.933105)
"Popeyes","Fast Food",c(-73.89924, 40.93203)
"Dunkin' Donuts","Fast Food",c(-73.9033665, 40.6462451)
"Subway","Fast Food",c(-73.9453333, 40.7903641)
"Così","Fast Food",c(-74.035001, 40.7274909)
"Burger King","Fast Food",c(-73.9414234, 40.798355)
"Great Wall","Fast Food",c(-74.1602409, 40.424964)
"Burger King","Fast Food",c(-74.535913, 39.3924725)
"Dunkin'","Fast Food",c(-73.9403834, 40.5937043)
"Domino's","Fast Food",c(-73.9416806, 40.5984203)
"Glory Deli and Grocery","Fast Food",c(-73.9531548, 40.7460322)
"Petey's Burger","Fast Food",c(-73.9532999, 40.7456145)
"Chipotle","Fast Food",c(-73.941624, 40.7472173)
"Dunkin'","Fast Food",c(-73.9454194, 40.7457309)
"i-Fortune Cookie","Fast Food",c(-73.9472935, 40.7477674)
"Dunkin'","Fast Food",c(-73.9477385, 40.7475173)
"Jassi's Deli","Fast Food",c(-73.9466224, 40.7497947)
"Trump Cafe","Fast Food",c(-73.9738979, 40.7624477)
"McDonald's","Fast Food",c(-73.9253385, 40.8279618)
"Smashburger","Fast Food",c(-73.9796823, 40.6897245)
"Dunkin' Donuts","Fast Food",c(-74.7039601, 40.2551473)
"Qdoba","Fast Food",c(-74.1712362, 40.7400629)
"The Halal Guys","Fast Food",c(-74.1712904, 40.7399462)
"Jimmy John's","Fast Food",c(-74.1721235, 40.7391949)
"Wasabi","Fast Food",c(-73.9875946, 40.7548184)
"Dunkin'","Fast Food",c(-74.7811396, 40.2768598)
"Pizza Hut Express","Fast Food",c(-74.7883624, 40.2525344)
"Dunkin'","Fast Food",c(-74.7401885, 40.2658569)
"Dunkin' Donuts","Fast Food",c(-74.7577922, 40.2439644)
"Dunkin'","Fast Food",c(-75.1263651, 40.0972517)
"Chick-fil-A","Fast Food",c(-74.0763032, 40.9165856)
"Shake Shack","Fast Food",c(-74.0751, 40.9165762)
"Dunkin'","Fast Food",c(-73.9469922, 40.7846947)
"Dunkin'","Fast Food",c(-74.0947914, 40.5838831)
"Domino's","Fast Food",c(-74.1151541, 40.5732063)
"Chick-fil-A","Fast Food",c(-75.2431484, 39.8759875)
"Asian Chao","Fast Food",c(-75.2426922, 39.8761624)
"Subway","Fast Food",c(-75.2432004, 39.876134)
"Wendy's","Fast Food",c(-75.2427143, 39.8763353)
"Five Guys","Fast Food",c(-75.1043327, 40.2072784)
"Subway","Fast Food",c(-75.1046006, 40.2075836)
"Ban-Mi (Food Truck)","Fast Food",c(-74.0092848, 40.7045592)
"Dunkin'","Fast Food",c(-73.9810194, 40.6677987)
"Dave's Hot Chicken","Fast Food",c(-73.9810567, 40.6672936)
"Smiling Pizza","Fast Food",c(-73.9813174, 40.6669746)
"Dunkin'","Fast Food",c(-73.9521773, 40.7348187)
"Subway","Fast Food",c(-74.0113024, 40.7085163)
"Fuku","Fast Food",c(-74.0063583, 40.7050615)
"Roy Rogers","Fast Food",c(-75.0027395, 39.886016)
"Nathan's Famous","Fast Food",c(-75.0027287, 39.8860854)
"Auntie Anne's","Fast Food",c(-75.0027252, 39.8861425)
"Dunkin'","Fast Food",c(-74.6193936, 40.3182968)
"Subway","Fast Food",c(-74.6191683, 40.3179573)
"Dunkin'","Fast Food",c(-75.494934, 39.6780141)
"Chinese","Fast Food",c(-75.2102641, 39.4623772)
"Idaho Potatoes","Fast Food",c(-74.8109549, 38.9869374)
"Pizza","Fast Food",c(-74.8013008, 38.991303)
"Charleys Philly Steaks","Fast Food",c(-75.244846, 40.2338102)
"Auntie Anne's","Fast Food",c(-75.2441989, 40.234469)
"Otto's tacos","Fast Food",c(-73.9898663, 40.762529)
"Panera Bread","Fast Food",c(-75.2394916, 40.2384643)
"Tanjawi Halal Sandwich Shop","Fast Food",c(-73.912766, 40.7663606)
"Aria Kebab","Fast Food",c(-73.9129908, 40.7665958)
"Dunkin'","Fast Food",c(-73.9061838, 40.7457051)
"Panda Express","Fast Food",c(-73.9910976, 40.7610023)
"Russ Pizza","Fast Food",c(-73.9524538, 40.7264382)
"Panda Express","Fast Food",c(-73.9947718, 40.7500519)
"McDonald's","Fast Food",c(-73.9072167, 40.8543058)
"Pret A Manger","Fast Food",c(-73.973706, 40.7543705)
"Bareburger","Fast Food",c(-73.9776235, 40.6718642)
"Siena Pizza & Cannoli","Fast Food",c(-74.0138737, 40.7081115)
"Dunkin'","Fast Food",c(-74.2597557, 40.7461679)
"Subway","Fast Food",c(-74.1011256, 41.1116659)
"Mama's Empanada's","Fast Food",c(-73.9197121, 40.7578315)
"Papa John's","Fast Food",c(-73.9296776, 40.7570106)
"Dunkin'","Fast Food",c(-73.9397393, 40.7500303)
"McDonald's","Fast Food",c(-73.9150043, 40.8446346)
"Dairy Queen","Fast Food",c(-75.1162832, 40.1839971)
"Subway","Fast Food",c(-75.2268524, 40.2091341)
"Manhattan Bagel","Fast Food",c(-75.2268012, 40.2091856)
"Sze's Garden","Fast Food",c(-73.9196991, 40.7082539)
"White Castle","Fast Food",c(-74.1643154, 40.6267452)
"Subway","Fast Food",c(-74.0758409, 40.6272592)
"Subway","Fast Food",c(-75.4965849, 40.6545451)
"Saladworks","Fast Food",c(-75.4903591, 40.6426335)
"Papa John's","Fast Food",c(-74.1032048, 40.685357)
"Dunkin'","Fast Food",c(-75.4890329, 40.6397207)
"Domino's","Fast Food",c(-74.1015073, 40.6839478)
"Kiss My Slice Pizzaria","Fast Food",c(-73.9626027, 40.7584479)
"Panda Express","Fast Food",c(-74.1970434, 40.8627582)
"Panera Bread","Fast Food",c(-75.1184433, 40.1432256)
"Zoës Kitchen","Fast Food",c(-75.1155008, 40.1443485)
"Hong Kong Express","Fast Food",c(-73.9047396, 40.6961473)
"Dunkin'","Fast Food",c(-73.9055816, 40.6960692)
"Dunkin'","Fast Food",c(-73.9936586, 40.7309822)
"Plant Blossom","Fast Food",c(-73.9885357, 40.7694706)
"Moe's Southwest Grill","Fast Food",c(-75.2632168, 40.9995043)
"Domino's","Fast Food",c(-75.2428594, 40.2472605)
"Texas Chicken & Burgers","Fast Food",c(-73.9192757, 40.8078255)
"Colony Fried Chicken","Fast Food",c(-73.9011455, 40.8200938)
"Chinese Fried Chicken","Fast Food",c(-73.8866465, 40.8166978)
"Dunkin'","Fast Food",c(-73.8977444, 40.8444226)
"Wendy's","Fast Food",c(-73.8978976, 40.8427536)
"Captain Fried Chicken","Fast Food",c(-73.9985992, 40.711993)
"Domino's","Fast Food",c(-73.9967748, 40.7119348)
"NY Bagels & Cafe","Fast Food",c(-73.9739144, 40.7435512)
"Chick-fil-A","Fast Food",c(-75.1231058, 40.1402914)
"Charleys Philly Steaks","Fast Food",c(-75.1234214, 40.1404351)
"Auntie Anne's","Fast Food",c(-75.123398, 40.1403547)
"Saladworks","Fast Food",c(-75.1231978, 40.1402234)
"Chipotle","Fast Food",c(-75.1217557, 40.1436093)
"The Burger Bar at Wegmans","Fast Food",c(-74.4374427, 40.8384703)
"Panera Bread","Fast Food",c(-74.0679175, 40.9558943)
"Chick-fil-A","Fast Food",c(-74.0687207, 40.9562402)
"Dunkin' Donuts","Fast Food",c(-74.0713786, 40.9341448)
"Au Bon Pain","Fast Food",c(-74.0308686, 40.9050281)
"Smashburger","Fast Food",c(-74.0305083, 40.9049921)
"Subway","Fast Food",c(-74.98379, 40.0648689)
"Tina's Cuban Cuisine","Fast Food",c(-73.9829845, 40.7474255)
"Market Crates","Fast Food",c(-73.986539, 40.7482802)
"Lin's Gourmet","Fast Food",c(-74.0936647, 40.7010356)
"Popeyes","Fast Food",c(-74.0950233, 40.721054)
"Jollibee","Fast Food",c(-74.0926087, 40.72196)
"Dunkin' Donuts","Fast Food",c(-74.0919125, 40.7228521)
"Taco Bell","Fast Food",c(-74.0666526, 40.7319596)
"Dunkin' Donuts","Fast Food",c(-74.0645907, 40.7310353)
"Krispy Kreme","Fast Food",c(-74.0417979, 40.7188206)
"Naya","Fast Food",c(-74.0333155, 40.7156944)
"La Bruschetta","Fast Food",c(-73.979835, 40.6692363)
"Bagel World","Fast Food",c(-73.9705674, 40.6896357)
"New Grace Chinese Restaurant","Fast Food",c(-73.9625663, 40.6939717)
"Carolina Country Store","Fast Food",c(-73.9159, 40.6767913)
"Dunkin'","Fast Food",c(-73.9817101, 40.754875)
"McDonald's","Fast Food",c(-73.9967494, 40.7378693)
"Golden Krust","Fast Food",c(-73.9372331, 40.63679)
"Golden Steamer","Fast Food",c(-73.9967322, 40.7187355)
"Tacos Morelos","Fast Food",c(-73.9831865, 40.7273626)
"Saladworks","Fast Food",c(-75.1343606, 40.1821032)
"Urbanspace Vanderbilt","Fast Food",c(-73.97651, 40.7547019)
"Smoothie King","Fast Food",c(-75.5335842, 39.8832858)
"Dunkin","Fast Food",c(-75.2197231, 40.713745)
"New People's","Fast Food",c(-73.9411221, 40.6800577)
"Original Ricky's","Fast Food",c(-73.9412623, 40.6800656)
"Domino's","Fast Food",c(-73.9421302, 40.6801146)
"Burger King","Fast Food",c(-73.9493178, 40.6805147)
"Dunkin'","Fast Food",c(-73.9488946, 40.6804933)
"Trinidad Golden Place","Fast Food",c(-73.9504667, 40.6718125)
"McDonald's","Fast Food",c(-73.9889717, 40.5992746)
"AC Jamba","Fast Food",c(-74.4297698, 39.3562041)
"Three Brothers Pizza Palace","Fast Food",c(-74.426645, 39.3568181)
"Smoothie King","Fast Food",c(-74.6708439, 40.5745907)
"Moe's Southwest Grill","Fast Food",c(-73.98593, 40.7527033)
"Potbelly","Fast Food",c(-73.988938, 40.7529274)
"Chipotle","Fast Food",c(-73.9888387, 40.7530839)
"Dunkin'","Fast Food",c(-75.135514, 40.0125402)
"Taco Bell","Fast Food",c(-75.1355369, 40.0122713)
"Tasty Dumpling","Fast Food",c(-73.9995325, 40.7149026)
"Dunkin'","Fast Food",c(-75.2628657, 40.2850843)
"Vinny's Pizzaria","Fast Food",c(-75.2667731, 40.2872999)
"NYC Halal","Fast Food",c(-75.1552129, 39.980956)
"Cha Cha Japanese","Fast Food",c(-75.155178, 39.9800105)
"Smoothie King","Fast Food",c(-74.5419913, 40.5290963)
"Crazy 4 Falafel Mediterranean Cuisine","Fast Food",c(-74.5417969, 40.5295672)
"Subway","Fast Food",c(-74.5417701, 40.5296314)
"Gnarly Eats","Fast Food",c(-73.9846643, 40.6629551)
"Little Caesars","Fast Food",c(-73.9067375, 40.7455095)
"Hallah Food Van","Fast Food",c(-73.9918819, 40.7350937)
"Korea House Food Truck","Fast Food",c(-75.1549875, 39.9829984)
"Subway","Fast Food",c(-75.1559266, 39.9825589)
"Footlong Truck","Fast Food",c(-75.1534415, 39.9818613)
"Little Caesars","Fast Food",c(-75.112417, 40.0119019)
"Just Salad","Fast Food",c(-73.9757476, 40.7493246)
"Café Hestia","Fast Food",c(-73.9739843, 40.7517097)
"NAYA Express","Fast Food",c(-73.9739594, 40.7517464)
"Slice","Fast Food",c(-73.9737378, 40.7520569)
"B&W Deli & Pizzeria","Fast Food",c(-73.9960216, 40.7534469)
"China Wok","Fast Food",c(-75.3227707, 39.8796036)
"Dunkin'","Fast Food",c(-73.94132, 40.7986774)
"Wendy's","Fast Food",c(-73.9398548, 40.797704)
"Manhattan Bagel","Fast Food",c(-74.3444772, 40.6496041)
"Uber Bistro","Fast Food",c(-74.3393926, 40.6500223)
"3 Bros Pizza","Fast Food",c(-73.913269, 40.7657296)
"Domino's","Fast Food",c(-75.3173302, 40.7306115)
"McDonald's","Fast Food",c(-73.9932565, 40.7419301)
"Go Go Curry","Fast Food",c(-73.9966191, 40.7411607)
"Subway","Fast Food",c(-75.301843, 40.7483045)
"Papa John's","Fast Food",c(-75.3019744, 40.7482822)
"Xi'an Famous Foods","Fast Food",c(-73.9544698, 40.7720725)
"Wingstop","Fast Food",c(-73.9445108, 40.80756)
"Dunkin' Donuts","Fast Food",c(-74.5990637, 39.3269076)
"Taco Mix","Fast Food",c(-73.9386694, 40.7972011)
"Maya Taqueria","Fast Food",c(-73.9685318, 40.6780099)
"Dunkin'","Fast Food",c(-74.6366307, 41.0315476)
"Chipotle","Fast Food",c(-73.9902257, 40.8069999)
"Panera Bread","Fast Food",c(-73.9896542, 40.806774)
"Moe's Southwest Grill","Fast Food",c(-73.9919426, 40.8048531)
"Five Guys","Fast Food",c(-73.9921527, 40.8038398)
"Vittorio's","Fast Food",c(-73.9743799, 40.8964983)
"Dunkin'","Fast Food",c(-75.5433997, 39.1020788)
"Chick-fil-A","Fast Food",c(-75.5431207, 39.1026574)
"KFC/Taco Bell","Fast Food",c(-75.543861, 39.1008819)
"Panera Bread","Fast Food",c(-74.9978591, 40.1489568)
"Five Guys","Fast Food",c(-74.998932, 40.1470975)
"Dunkin'","Fast Food",c(-73.9855652, 40.7511998)
"Subway","Fast Food",c(-74.3909082, 40.5785325)
"Dunkin'","Fast Food",c(-74.6173502, 40.0358256)
"Union Street Pizza","Fast Food",c(-73.9833627, 40.6773325)
"Rice & Beans Restaurant","Fast Food",c(-73.9835704, 40.6770228)
"Dragron Noodles & Dumpling","Fast Food",c(-73.9801199, 40.6766662)
"Mr. Bao","Fast Food",c(-73.9797699, 40.677199)
"Little Caesars","Fast Food",c(-74.430606, 39.3615893)
"Kiosko 787","Fast Food",c(-73.9861171, 40.6768987)
"Midway Snacks","Fast Food",c(-74.0371212, 40.0915095)
"Panda Express","Fast Food",c(-73.9012474, 40.8629794)
"Panda Express","Fast Food",c(-73.9702284, 40.7562528)
"Deli Works","Fast Food",c(-75.1894441, 40.6954143)
"Eva's X Cinco De Mayo","Fast Food",c(-74.0092378, 40.6491268)
