"Name","Category","geometry"
"Essex Taqueria","Fast Food",c(-73.987782, 40.7196981)
"Essex Pizza","Fast Food",c(-73.9877502, 40.7197641)
"Chipotle","Fast Food",c(-74.3346132, 40.5478639)
"Shake Shack","Fast Food",c(-74.0306157, 40.7377374)
"Jungle Juice","Fast Food",c(-74.0293561, 40.741862)
"Yoan Ming Garden","Fast Food",c(-73.9532775, 40.7881921)
"Atomic Wings","Fast Food",c(-73.9285841, 40.7541764)
"Atomic Wings","Fast Food",c(-73.9675585, 40.7558769)
"Atomic Wings","Fast Food",c(-74.0053623, 40.7155885)
"Lucia Pizza of Avenue X","Fast Food",c(-73.9480848, 40.5931328)
"Auntie Anne's","Fast Food",c(-75.4103103, 40.5596852)
"Popeyes","Fast Food",c(-75.086902, 40.0452882)
"Wingstop","Fast Food",c(-75.0870644, 40.0442986)
"Halal Cart","Fast Food",c(-75.0836876, 40.0618052)
"Taste of China","Fast Food",c(-74.023226, 40.6348025)
"Original Pizza","Fast Food",c(-74.0232996, 40.6346432)
"Flavor's House","Fast Food",c(-73.9799077, 40.7395692)
"Chick-fil-A","Fast Food",c(-75.5292919, 40.0547097)
"Dog Day Afternoon","Fast Food",c(-73.9821527, 40.6585835)
"Monty Q's","Fast Food",c(-73.9929542, 40.6942773)
"McDonald's","Fast Food",c(-74.2326246, 40.1588442)
"Sweetgreen","Fast Food",c(-73.9845653, 40.6919962)
"Dunkin'","Fast Food",c(-73.9310865, 40.5862706)
"Subway","Fast Food",c(-75.1600337, 39.9790628)
"Double Dragon","Fast Food",c(-74.0090878, 40.6501323)
"Gravesend Pizza","Fast Food",c(-74.0033644, 40.6556207)
"Dunkin'","Fast Food",c(-74.0093646, 40.6110977)
"Subway","Fast Food",c(-74.0077828, 40.6197477)
"Auntie Anne's","Fast Food",c(-75.3923416, 40.0886667)
"Dunkin'","Fast Food",c(-75.3933072, 40.0881606)
"Auntie Anne's","Fast Food",c(-75.3935218, 40.0880046)
"Chick-fil-A","Fast Food",c(-75.3934413, 40.0879827)
"Chipotle","Fast Food",c(-75.3930622, 40.0881318)
"Subway","Fast Food",c(-75.3929567, 40.0880744)
"Five Guys","Fast Food",c(-75.392912, 40.0878733)
"Popeyes","Fast Food",c(-75.3930658, 40.0878213)
"Cinnabon","Fast Food",c(-75.3915369, 40.0887693)
"Auntie Anne's","Fast Food",c(-75.3865301, 40.0888254)
"Chipotle","Fast Food",c(-75.3827067, 40.088322)
"Papa John's","Fast Food",c(-75.360911, 40.0942029)
"Dairy Queen","Fast Food",c(-75.3682817, 40.094616)
"Taco Bell","Fast Food",c(-75.3602333, 40.0902263)
"Crif Dogs","Fast Food",c(-73.9837711, 40.727057)
"Gourmet Express Market","Fast Food",c(-74.1553636, 40.9674261)
"Dunkin'","Fast Food",c(-74.002169, 40.6074499)
"Mooyah","Fast Food",c(-74.6502989, 40.4069309)
"Art of Salad","Fast Food",c(-74.3951897, 40.4566348)
"Hawthorne's Best Pizza","Fast Food",c(-74.1548647, 40.9490939)
"Pappy's Juice Bar","Fast Food",c(-74.1548084, 40.9491021)
"Fat Moes","Fast Food",c(-74.1544925, 40.9488924)
"Bogie's Hoagies & Deli","Fast Food",c(-74.1552396, 40.9525989)
"Tim's Po-Boys and Wings","Fast Food",c(-74.1552259, 40.9521471)
"Amazing Begel 2","Fast Food",c(-74.3987352, 40.4533472)
"Papa John's","Fast Food",c(-74.3975642, 40.4480817)
"Dunkin'","Fast Food",c(-74.40177, 40.4569043)
"Jersey Mike's Subs","Fast Food",c(-74.4023083, 40.4583999)
"Bagel 1","Fast Food",c(-74.4028256, 40.4624982)
"Popeyes","Fast Food",c(-74.0260634, 40.6218909)
"Stewart's","Fast Food",c(-74.0261412, 40.6217974)
"Domino's","Fast Food",c(-75.5092658, 39.6641619)
"7th Street Burger","Fast Food",c(-73.9531977, 40.776176)
"Popeyes","Fast Food",c(-73.9803156, 40.57538)
"Chipotle","Fast Food",c(-75.0751762, 39.7487865)
"Philly Pretzel Factory","Fast Food",c(-75.0784097, 39.7528543)
"Nathan's","Fast Food",c(-75.0775302, 39.7505827)
"Manhattan Bagel","Fast Food",c(-74.1475107, 40.0108816)
"Subway","Fast Food",c(-74.6533468, 39.4524197)
"Subway","Fast Food",c(-74.7341269, 41.3500023)
"Smashburger","Fast Food",c(-74.3915479, 40.4349815)
"Pie Five","Fast Food",c(-74.390823, 40.4347324)
"Dunkin'","Fast Food",c(-73.9926272, 40.8219141)
"Bánh Mì Cô Út","Fast Food",c(-73.9961279, 40.7181176)
"La Vera Pizzeria","Fast Food",c(-73.9821085, 40.7405975)
"& Pizza","Fast Food",c(-74.2341467, 40.6825514)
"Yummy Taco","Fast Food",c(-73.9867626, 40.692099)
"GG's Fish & Chips","Fast Food",c(-73.9902898, 40.6831285)
"Subway","Fast Food",c(-75.1391834, 40.1589684)
"Philly Pretzel Factory","Fast Food",c(-75.1390636, 40.1589042)
"Honey Baked Ham","Fast Food",c(-75.5279644, 39.8848619)
"California Tortilla","Fast Food",c(-75.5272353, 39.88291)
"Pizza Hut Express","Fast Food",c(-75.5277002, 39.8808014)
"Domino's","Fast Food",c(-75.3121579, 39.8793065)
"KFC","Fast Food",c(-73.9713423, 40.8595562)
"Wendy's","Fast Food",c(-75.181865, 39.9554636)
"Saladworks","Fast Food",c(-75.0463098, 40.1694414)
"Domino's","Fast Food",c(-73.9164422, 40.6861383)
"Empanadas & More","Fast Food",c(-75.1354381, 40.0460905)
"Krispy Kreme","Fast Food",c(-73.9458871, 40.7902431)
"Partea NYC","Fast Food",c(-73.9863551, 40.7327687)
"Mr. Cow","Fast Food",c(-73.9947628, 40.7169782)
"Dunkin'","Fast Food",c(-75.104605, 39.9406531)
"Wawa Drive Thru","Fast Food",c(-74.8035504, 40.2054112)
"Crown Fried Chicken","Fast Food",c(-73.9232936, 40.6866457)
"Panera Bread","Fast Food",c(-74.2987301, 40.4523168)
"Jersey Mike's Subs","Fast Food",c(-74.2988622, 40.4519948)
"Singas Famous Pizza","Fast Food",c(-73.9597432, 40.7672611)
"Chipotle","Fast Food",c(-75.1549046, 40.0735619)
"Panda Express","Fast Food",c(-75.1554983, 40.0741188)
"Tropical Smoothie Cafe","Fast Food",c(-75.1546006, 40.0733799)
"Dunkin'","Fast Food",c(-74.0774328, 40.6437737)
"Checkers","Fast Food",c(-74.1656532, 40.6269324)
"Papa John's","Fast Food",c(-75.2719649, 39.9386295)
"Five Guys","Fast Food",c(-74.4047919, 40.7521428)
"Main Street Submarines","Fast Food",c(-74.4077316, 40.7540009)
"White Castle","Fast Food",c(-74.1364962, 40.05669)
"Subway","Fast Food",c(-75.2637323, 40.2910298)
"Dunkin'","Fast Food",c(-74.3836661, 40.8755255)
"Bagel Hole","Fast Food",c(-74.6206913, 40.3133327)
"Zac's Burger","Fast Food",c(-74.6208387, 40.3126595)
"Subway","Fast Food",c(-73.953049, 40.7763873)
"Fuel","Fast Food",c(-73.9817475, 40.7404309)
"Dig","Fast Food",c(-73.95907, 40.715736)
"Dig","Fast Food",c(-73.9706146, 40.7572491)
"Dig","Fast Food",c(-73.9687742, 40.7611499)
"Dig","Fast Food",c(-73.994148, 40.7458346)
"Dig","Fast Food",c(-74.0159549, 40.7126489)
"Dig","Fast Food",c(-73.9567664, 40.7670479)
"Dig","Fast Food",c(-73.9878951, 40.7532522)
"Dig","Fast Food",c(-73.9946724, 40.7281492)
"Dig","Fast Food",c(-73.9831578, 40.7452451)
"Dig","Fast Food",c(-73.985279, 40.763131)
"Dig","Fast Food",c(-75.1679478, 39.9512759)
"Dig","Fast Food",c(-73.9897455, 40.7333299)
"Subway","Fast Food",c(-73.9564843, 40.6672421)
"Healthy Vibe","Fast Food",c(-73.9507777, 40.6686154)
"Annie 88 Express","Fast Food",c(-73.950843, 40.6678811)
"Chipotle","Fast Food",c(-74.1422282, 40.0589909)
"Smashburger","Fast Food",c(-74.1438917, 40.0579161)
"Domino's","Fast Food",c(-75.1468476, 40.0681712)
"Wingstop","Fast Food",c(-75.1668864, 40.0805297)
"District Taco","Fast Food",c(-75.1160986, 40.1239707)
"Chipotle","Fast Food",c(-75.3593345, 40.4458933)
"Dunkin'","Fast Food",c(-74.5887928, 40.5376723)
"Dunkin'","Fast Food",c(-73.9643191, 40.6937533)
"Popeyes","Fast Food",c(-74.8193711, 40.1417483)
"Dunkin'","Fast Food",c(-75.1819549, 39.9555025)
"Surf City Squeeze","Fast Food",c(-75.182125, 39.9555859)
"Au Bon Pain","Fast Food",c(-75.1820823, 39.955652)
"Jersey Mike's Subs","Fast Food",c(-75.1818336, 39.9555162)
"Philly Pretzel Factory","Fast Food",c(-75.1821452, 39.9555215)
"Pret A Manger","Fast Food",c(-75.1819656, 39.9556419)
"Fresh Pizza 99 Cents","Fast Food",c(-73.9853724, 40.7527385)
"Panda Express","Fast Food",c(-75.099348, 40.0297922)
"Domino's","Fast Food",c(-75.0994052, 40.0297457)
"Chipotle","Fast Food",c(-73.9918536, 40.6942581)
"Hanco's","Fast Food",c(-73.9933733, 40.6946693)
"Juice Press","Fast Food",c(-73.9945252, 40.6945645)
"Hot Bagels & Deli","Fast Food",c(-73.9951639, 40.6948865)
"Subway","Fast Food",c(-74.1510099, 40.728537)
"Joey Roses","Fast Food",c(-73.9845134, 40.7189918)
"99¢ Pizza","Fast Food",c(-73.986015, 40.7181201)
"Taco Bell","Fast Food",c(-73.9814543, 40.7379352)
"D'albano","Fast Food",c(-74.0011406, 40.7310041)
"Saladworks","Fast Food",c(-75.0927152, 40.0877773)
"Chick-fil-A","Fast Food",c(-74.7064263, 40.2741765)
"Boston Market","Fast Food",c(-73.9045331, 40.7126089)
"Papa John's","Fast Food",c(-73.9074171, 40.7128722)
"Sbarro","Fast Food",c(-74.2895927, 40.4665389)
"Burger King","Fast Food",c(-74.2895126, 40.4666341)
"Auntie Anne's","Fast Food",c(-74.2896318, 40.4665167)
"Nathan's","Fast Food",c(-74.289676, 40.4664842)
"Seasons Pizza","Fast Food",c(-75.5484033, 39.8064634)
"Chickin Feastin","Fast Food",c(-73.9442035, 40.6870691)
"Pelicana Chicken","Fast Food",c(-73.993706, 40.7310025)
"Subway","Fast Food",c(-73.8930894, 40.7274986)
"Daddio's Pizza","Fast Food",c(-74.177856, 39.9795012)
"Daddio's Rotisserie","Fast Food",c(-74.1778081, 39.9794887)
"Daddio's Grille","Fast Food",c(-74.1777649, 39.9794798)
"Dunkin'","Fast Food",c(-74.7390327, 41.0694745)
"Burger King","Fast Food",c(-73.8874141, 40.7306391)
"Xi'an Famous Foods","Fast Food",c(-73.9417539, 40.7475141)
"Domino's","Fast Food",c(-75.1307106, 40.3259644)
"Heroes & Villains","Fast Food",c(-73.9881825, 40.7179964)
"Essex Squeeze","Fast Food",c(-73.9882848, 40.7179555)
"Burger King","Fast Food",c(-73.9444976, 40.7208364)
"Chipotle","Fast Food",c(-73.990455, 40.6190703)
"Huryk's Deli","Fast Food",c(-74.1332416, 40.7371546)
"Bowl","Fast Food",c(-73.961715, 40.6821439)
"Wing Cheong","Fast Food",c(-73.9455024, 40.6803038)
"Domino's","Fast Food",c(-73.9801604, 40.5789798)
"Sake Sushi","Fast Food",c(-73.9766779, 40.6438162)
"Wing Hing","Fast Food",c(-73.953822, 40.6658301)
"Jonise Restaurant","Fast Food",c(-73.9537801, 40.6662229)
"Dunkin'","Fast Food",c(-74.3058361, 40.922885)
"Slack's Hoagie Shack","Fast Food",c(-75.1197195, 39.9757654)
"Lemon Grass","Fast Food",c(-73.9582346, 40.6694817)
"Crown Fried Chicken","Fast Food",c(-73.9586906, 40.6691142)
"Nu-U Juice Bar","Fast Food",c(-73.9579905, 40.6695981)
"Mooyah","Fast Food",c(-75.2908819, 40.1647593)
"Jersey Mike's Subs","Fast Food",c(-75.2899445, 40.1649858)
"Chopt","Fast Food",c(-74.0051594, 40.7281463)
"La Boriquennya Rotisserie Chicken","Fast Food",c(-74.0154745, 40.643371)
"Pupusas en la 54","Fast Food",c(-74.0145503, 40.6442966)
"Tung Hing Chinese Kitchen","Fast Food",c(-74.0144337, 40.6449996)
"La Jugeria","Fast Food",c(-74.013496, 40.645075)
"BurgerBros","Fast Food",c(-74.2447105, 40.3346415)
"Subway","Fast Food",c(-74.3052926, 40.3396804)
"Omar Bagles & Restaurant","Fast Food",c(-73.9683658, 40.6796652)
"Dunkin'","Fast Food",c(-74.0630055, 40.9859936)
"Dairy Queen","Fast Food",c(-74.0633059, 40.9850198)
"Popeyes","Fast Food",c(-75.2656096, 39.9195248)
"Subway","Fast Food",c(-73.9350173, 40.6014682)
"Wingstop","Fast Food",c(-75.2320341, 40.044275)
"Saigon Vietnamese Sandwich","Fast Food",c(-73.9958654, 40.7199901)
"Dunkin'","Fast Food",c(-74.1694437, 40.9859726)
"Dunkin'","Fast Food",c(-74.1719467, 41.0092264)
"All-Star Bagels","Fast Food",c(-74.2753992, 39.9948743)
"Salma's Halal Food Cart","Fast Food",c(-73.9608469, 40.8068316)
"Loco Coco","Fast Food",c(-73.9653655, 40.806464)
"Frank's Pizza","Fast Food",c(-74.563718, 40.9071657)
"Tacos Mi Mexico","Fast Food",c(-73.948544, 40.782488)
"Tacos El Bronco","Fast Food",c(-74.0031399, 40.6520994)
"Dunkin'","Fast Food",c(-73.9804732, 40.7593578)
"Crown Fried Chicken and grill","Fast Food",c(-74.529346, 40.5614354)
"Santemma Juice","Fast Food",c(-74.5316677, 40.5615125)
"Dunkin'","Fast Food",c(-75.2577387, 39.9538901)
"Hardee","Fast Food",c(-73.9722911, 40.6933554)
"Joe & Sal's Pizzeria","Fast Food",c(-73.9722243, 40.6933525)
"Trufa Pizzeria","Fast Food",c(-73.9592623, 40.8148374)
"Home Frite","Fast Food",c(-73.9546924, 40.6881808)
"El Cofre","Fast Food",c(-73.9673244, 40.6931634)
"Wendy's","Fast Food",c(-74.0391812, 40.248245)
"Buff Patty","Fast Food",c(-73.9711679, 40.6930638)
"Dunkin'","Fast Food",c(-75.5320865, 40.1905197)
"Auntie Anne's","Fast Food",c(-74.8812957, 40.183731)
"Dunkin'","Fast Food",c(-74.8814643, 40.1836061)
"Dunkin'","Fast Food",c(-74.7759065, 40.2081367)
"Subway","Fast Food",c(-74.7193631, 40.1918871)
"Chicken 2 Go","Fast Food",c(-74.7290924, 40.1985104)
"Subway","Fast Food",c(-74.5383688, 40.2734982)
"Bed-Stuy Fish Fry","Fast Food",c(-73.988651, 40.6909213)
"Popeyes","Fast Food",c(-73.9980897, 40.6043151)
"Dunkin'","Fast Food",c(-74.1629055, 40.6081546)
"Subway","Fast Food",c(-74.1630388, 40.6081786)
"Bubbakoo's Burritos","Fast Food",c(-74.1628437, 40.6082528)
"Tropical Smoothie Cafe","Fast Food",c(-74.162829, 40.6082994)
"Burger King","Fast Food",c(-74.1629075, 40.6073945)
"Dunkin'","Fast Food",c(-73.9877735, 40.7521025)
"BTS Korean Food Market","Fast Food",c(-73.9499543, 40.6813487)
"Wingstop","Fast Food",c(-73.9499835, 40.6802914)
"La Antigua","Fast Food",c(-74.0039546, 40.6510112)
"Pancho's Juice Bar","Fast Food",c(-74.0073228, 40.6482041)
"Pollo Campero","Fast Food",c(-74.0079676, 40.647574)
"La Gran Via Bakery","Fast Food",c(-74.0079287, 40.6476249)
"Popeyes","Fast Food",c(-74.0102652, 40.6453879)
"La Isla Cuchifritos","Fast Food",c(-74.010318, 40.6453268)
"La CoCota Restaurant","Fast Food",c(-74.0149049, 40.6409202)
"Leo's","Fast Food",c(-74.0309314, 40.6242303)
"Domino's","Fast Food",c(-74.0582961, 40.7334804)
"Little Italy Pizza","Fast Food",c(-73.9825517, 40.7778525)
"Green Lake","Fast Food",c(-73.9592063, 40.6532191)
"Ess-a-Bagel","Fast Food",c(-73.9800538, 40.7342454)
"Crif Dogs","Fast Food",c(-73.983766, 40.7270678)
"A&A Bake Doubles and Roti","Fast Food",c(-73.9479532, 40.6804481)
"Luigi's Pizza","Fast Food",c(-74.0088315, 40.6467444)
"The Atrium","Fast Food",c(-74.1737792, 41.0806566)
"Dunkin'","Fast Food",c(-74.1751452, 41.0820984)
"Jam Jam Delights","Fast Food",c(-75.0260188, 39.9436422)
"Dough Boys Pizza","Fast Food",c(-75.0259629, 39.9436559)
"Auntie Anne's","Fast Food",c(-75.0265438, 39.9430995)
"Burger King","Fast Food",c(-74.0118759, 40.6438073)
"Dunkin'","Fast Food",c(-75.0137896, 40.2086665)
"DQ Grill & Chill","Fast Food",c(-75.0122017, 40.2123058)
"Subway","Fast Food",c(-74.3012387, 40.4494088)
"Five Guys","Fast Food",c(-74.3012962, 40.4493367)
"Subway","Fast Food",c(-73.9978768, 40.7608403)
"Panera Bread","Fast Food",c(-73.9472639, 41.0146134)
"Moe's Southwest Grill","Fast Food",c(-73.9474477, 41.0147133)
"Jersey Mike's Subs","Fast Food",c(-73.9455048, 41.0136921)
"Dunkin'","Fast Food",c(-73.9534568, 40.9993481)
"Domino's","Fast Food",c(-73.9530496, 41.0000574)
"Pin-up Pizza","Fast Food",c(-74.4294575, 39.3847663)
"Guy's Sammich Joint","Fast Food",c(-74.4296426, 39.3848886)
"La Snackeria NYC","Fast Food",c(-74.0153091, 40.640112)
"Popeyes","Fast Food",c(-74.0295904, 40.8227198)
"Pret A Manger","Fast Food",c(-74.0296778, 40.822609)
"Popeyes","Fast Food",c(-73.953048, 40.7804247)
"Espinal Deli","Fast Food",c(-73.9517047, 40.6902357)
"Kingston Bakery Brooklyn","Fast Food",c(-73.9607338, 40.6941717)
"New China Garden","Fast Food",c(-73.9563306, 40.694678)
"Xing Wang Restaurant","Fast Food",c(-73.9362649, 40.6973866)
"Pure Green","Fast Food",c(-73.9595129, 40.7359093)
"Empanada City","Fast Food",c(-73.9202317, 40.7082711)
"Dunkin'","Fast Food",c(-73.9609266, 40.5778911)
"Hero Champ","Fast Food",c(-74.0066169, 40.6557734)
"Pomodoro Pizza Feastin","Fast Food",c(-73.986616, 40.669033)
"Chicken Feastin","Fast Food",c(-73.9866318, 40.6690139)
"Dunkin'","Fast Food",c(-73.9720148, 40.6087777)
"Dunkin'","Fast Food",c(-74.3295184, 40.5681081)
"Hings Kowk","Fast Food",c(-73.9508101, 40.6873395)
"Sajoma Restaurant","Fast Food",c(-73.9403089, 40.6927672)
"Fu En Restaurant","Fast Food",c(-73.9406448, 40.6952566)
"Taco Bell Cantina","Fast Food",c(-73.9867321, 40.7508937)
"Factory Tamal","Fast Food",c(-73.9907702, 40.726859)
"Pizza Devito Italia","Fast Food",c(-74.0025294, 40.6179092)
"McDonald's","Fast Food",c(-73.9678175, 40.7999642)
"The Botanist","Fast Food",c(-73.9579462, 40.8168)
"Shai Hummusiya","Fast Food",c(-73.9579315, 40.8168315)
"Benny Casanova's","Fast Food",c(-73.9578926, 40.8168842)
"Butterfunk BIscuit Co.","Fast Food",c(-73.9579113, 40.8168589)
"Williamsburg Pizza","Fast Food",c(-73.9911276, 40.7183056)
"Krispy Kreme","Fast Food",c(-73.9874499, 40.7404651)
"Dunkin'","Fast Food",c(-74.4617835, 39.4874819)
"CM chicken","Fast Food",c(-75.1872815, 39.9536404)
"Dig","Fast Food",c(-73.9910075, 40.7375465)
"Bobwhite Counter","Fast Food",c(-74.0398442, 40.712252)
"Speedy's Burgers & Bowls","Fast Food",c(-74.0374998, 40.7139099)
"Taco Bell","Fast Food",c(-73.9119248, 40.6696554)
"KFC","Fast Food",c(-73.9118398, 40.6696677)
"Jungle Juice","Fast Food",c(-74.4744065, 40.7964616)
"Subway","Fast Food",c(-73.9983475, 40.7544402)
"Chelsea Bagel & Pizzeria","Fast Food",c(-73.982025, 40.7471784)
"Sweetgreen","Fast Food",c(-74.0341424, 40.7150442)
"Dunkin'","Fast Food",c(-74.0358766, 40.7164297)
"Firecracker Wings","Fast Food",c(-73.9799423, 40.7388727)
"Dunkin'","Fast Food",c(-74.033909, 40.7157166)
"Subway","Fast Food",c(-74.0340431, 40.7157369)
"Chipotle","Fast Food",c(-74.0352085, 40.7167201)
"Proto’s Pizza","Fast Food",c(-73.9897913, 40.725384)
"Have A Bagel","Fast Food",c(-73.9584131, 40.7100045)
"Dunkin'","Fast Food",c(-74.0122027, 40.7050772)
"Papa John's","Fast Food",c(-73.9669067, 40.7991181)
"Shake Shack","Fast Food",c(-75.2896696, 40.0084229)
"Delicacy","Fast Food",c(-73.9790946, 40.7543174)
"Baya Bar","Fast Food",c(-74.0333576, 40.6174071)
"Sticky's Finger Joint","Fast Food",c(-73.9749446, 40.7539151)
"Domino's","Fast Food",c(-73.9019458, 40.7409038)
"Chick-fil-A","Fast Food",c(-73.9895835, 40.7578856)
"Zoës Kitchen","Fast Food",c(-75.2445301, 40.2360796)
"Dunkin'","Fast Food",c(-73.9721399, 40.8280768)
"7th Street burger","Fast Food",c(-73.9853696, 40.7269257)
"T&G Food Store","Fast Food",c(-74.2163673, 40.6502855)
"Burger King","Fast Food",c(-74.0890619, 40.5905177)
"Wendy's","Fast Food",c(-74.090974, 40.588217)
"Spread Bagelry","Fast Food",c(-75.3879643, 40.0453129)
"McDonald's","Fast Food",c(-74.1305381, 41.1128937)
"GO Popcorn","Fast Food",c(-75.163345, 39.9491319)
"Tacos Deliciosos El Amigo","Fast Food",c(-74.0179919, 40.6409569)
"La Parada II","Fast Food",c(-74.0178739, 40.6410729)
"Philly Fried Chicken","Fast Food",c(-75.1632862, 39.979281)
"Carl's Corner Nazareth","Fast Food",c(-75.3127045, 40.7317374)
"Auntie Anne's","Fast Food",c(-74.3825218, 40.4232596)
"Subway","Fast Food",c(-73.9567869, 40.6092618)
"Tacombi","Fast Food",c(-73.9883569, 40.7321585)
"El Mirador","Fast Food",c(-73.9810601, 40.6422674)
"Singara","Fast Food",c(-73.9796993, 40.6430943)
"Madhuban Sweets & Restaurant","Fast Food",c(-73.9798585, 40.6427746)
"Abdullah Sweets & Restaurant","Fast Food",c(-73.9799135, 40.642756)
"Ghoroa Sweets & Restaurant","Fast Food",c(-73.9795747, 40.6423987)
"Radhuni Sweets & Restaurant","Fast Food",c(-73.9791442, 40.6423864)
"Dino's Pizza-teria II","Fast Food",c(-75.257769, 40.6967111)
"Pretzels Plus","Fast Food",c(-75.2579957, 40.6967644)
"Dairy Queen","Fast Food",c(-75.2583409, 40.696834)
"Orange Julius","Fast Food",c(-75.2583568, 40.6968737)
"All'Antico Vinaio","Fast Food",c(-73.9882202, 40.7596992)
"Taj Mahal Restaurant","Fast Food",c(-73.9791981, 40.6425987)
"Halal Xpress","Fast Food",c(-73.9776891, 40.6436856)
"Soho Cafe & Grill","Fast Food",c(-73.9778823, 40.643599)
"Food Garden","Fast Food",c(-73.9782669, 40.643608)
"Welcome Chili Restaurant","Fast Food",c(-73.9901669, 40.643603)
"Five Guys","Fast Food",c(-74.0075294, 40.7071308)
"Famiglia Pizzeria","Fast Food",c(-73.9789979, 40.573374)
"Dunkin'","Fast Food",c(-73.9865274, 40.5824006)
"Nathan's Boardwalk Bistro","Fast Food",c(-74.0005048, 40.5720471)
"Lo Duca Pizza","Fast Food",c(-73.962615, 40.634965)
"Popeyes","Fast Food",c(-74.428809, 40.1563138)
"Taco Bell","Fast Food",c(-74.4290367, 40.1561833)
"Sunset Restaurante Cafeteria","Fast Food",c(-74.0197572, 40.6465897)
"Pete's Brooklyn Eats","Fast Food",c(-74.0233202, 40.6466972)
"El Diamante Cafe","Fast Food",c(-74.0126861, 40.6499439)
"Panera Bread","Fast Food",c(-74.1099814, 40.5664441)
"Kate's Kitchen","Fast Food",c(-74.0314383, 40.6375198)
"Tortas Morelos","Fast Food",c(-74.0264712, 40.6359719)
"Fu Lai Kitchen","Fast Food",c(-74.0257572, 40.6360147)
"Donut Connection","Fast Food",c(-74.02611, 40.6360146)
"Bella Roma","Fast Food",c(-74.0267471, 40.6344516)
"Panda","Fast Food",c(-74.0267306, 40.6345002)
"Fuel","Fast Food",c(-74.0265992, 40.6348167)
"mishmish Mediterranean Home","Fast Food",c(-74.2079325, 40.8426213)
"Los Poblanos","Fast Food",c(-74.0110552, 40.6515107)
"Casa Latina","Fast Food",c(-74.0115803, 40.6510026)
"Gyro Cafe","Fast Food",c(-73.9701225, 40.643157)
"Chipotle","Fast Food",c(-75.2907008, 40.1657647)
"Dunkin'","Fast Food",c(-74.4178891, 40.1650319)
"Philly Pretzel Factory","Fast Food",c(-75.2874867, 40.2436907)
"Toscana Pizza","Fast Food",c(-74.1289892, 41.0304393)
"Baya Bar","Fast Food",c(-74.0275632, 40.6361021)
"Cali Tajadas","Fast Food",c(-74.0272513, 40.6362126)
"Five Guys","Fast Food",c(-74.1475445, 40.0582861)
"Dunkin'","Fast Food",c(-73.9814509, 40.7408098)
"Dunkin'","Fast Food",c(-74.0417605, 40.3612702)
"Panera Bread","Fast Food",c(-74.2965417, 40.287208)
"La Bagel Delight","Fast Food",c(-73.9887316, 40.7023931)
"Surf City Pizzaria","Fast Food",c(-73.9778397, 40.5756167)
"Qdoba","Fast Food",c(-74.3653822, 40.7402908)
"Bloomfield Best Bagels","Fast Food",c(-74.1926846, 40.8071905)
"McDonald's","Fast Food",c(-74.1919271, 40.8081504)
"Papa John's","Fast Food",c(-74.0241742, 40.6253031)
"Alsalam Restaurant","Fast Food",c(-74.0219806, 40.6315423)
"Dunkin'","Fast Food",c(-73.9596559, 40.6178298)
"Vic's Bagels","Fast Food",c(-75.3381385, 40.6475032)
"Hemo's Spot 5","Fast Food",c(-74.0211663, 40.6326728)
"The Halal Spot","Fast Food",c(-73.9663305, 40.6932811)
"JJ Kitchen","Fast Food",c(-73.9662935, 40.693529)
"Kum Kau","Fast Food",c(-73.9667325, 40.6934862)
"Jimmy John's","Fast Food",c(-73.9645553, 40.693411)
"Dunkin'","Fast Food",c(-73.9942201, 40.6019553)
"Burger King","Fast Food",c(-73.994538, 40.6021533)
"Taco Bell","Fast Food",c(-73.9984468, 40.6049252)
"Chipotle","Fast Food",c(-73.9965259, 40.6033335)
"McDonald's","Fast Food",c(-73.9982672, 40.6048135)
"Subway","Fast Food",c(-73.9492138, 40.6510036)
"Food Truck Buenos Nachos Amigos","Fast Food",c(-74.008208, 40.7056856)
"Chipotle","Fast Food",c(-75.1158234, 40.1233603)
"Tisch Cafe","Fast Food",c(-73.9737976, 40.7425311)
"Al Horno","Fast Food",c(-73.979396, 40.7452696)
"The Chubby Crab","Fast Food",c(-73.9944986, 40.7172475)
"Dunkin'","Fast Food",c(-74.3653525, 40.7403863)
"Auntie Anne's","Fast Food",c(-74.3652928, 40.7403746)
"Chicken & the Egg","Fast Food",c(-73.9853638, 40.7320846)
"Dunkin'","Fast Food",c(-74.3253294, 40.5986223)
"Freddie & Peppers","Fast Food",c(-73.9803577, 40.7800359)
"White Castle","Fast Food",c(-73.9809084, 40.5751246)
"Playa Bowls","Fast Food",c(-74.0375284, 40.0928438)
"Presto Fresh Cafe","Fast Food",c(-73.9549914, 40.8122183)
"Chipotle","Fast Food",c(-75.0331128, 40.0745086)
"49 Columbia Newsstand & Luncheonette","Fast Food",c(-73.9804441, 40.7173047)
"VIP Pizza","Fast Food",c(-75.5491374, 40.0402363)
"Subway","Fast Food",c(-75.5044903, 39.6118708)
"Popeyes","Fast Food",c(-75.2316228, 40.044457)
"El Salvadorin","Fast Food",c(-74.0085606, 40.6470014)
"Dairy Queen","Fast Food",c(-73.9823997, 41.0148423)
"Mooyah","Fast Food",c(-73.9828238, 41.0139428)
"Yocco's","Fast Food",c(-75.4287675, 40.6413182)
"Taco Bell Cantina","Fast Food",c(-74.0113931, 40.6442752)
"Sammy's Halal Food","Fast Food",c(-74.0007467, 40.7318115)
"King of Falafel & Shawarma","Fast Food",c(-73.9109081, 40.7762175)
